Question,Answer,Conversation#,Turn#,Context,Question Length
"are there any other causes for poverty in the philippines besides low to moderate economic growth for the past 40 years, low growth elasticity of poverty reduction, and weakness in employment generation","Also failure to fully develop the agriculture sector, high inflation during crisis periods, and high levels of population growth.",9704,2,"['what are the root causes of poverty in the philippines', 'The main causes of poverty in the Philippines include low to moderate economic growth for the past 40 years, low growth elasticity of poverty reduction, and weakness in employment generation.']",34
Did the album Overkill by the band Motörhead receive any other attention besides reaching #24 on the UK albums chart?,These releases were followed by the Overkill UK tour which began on 23 March.,2132,5,"['When was the album Overkill by the band Motörhead released?', 'Overkill is the second studio album by the band Motörhead, released 24 March 1979.', 'Who were the band members of Motörhead at that time when the album Overkill was released?', 'The 1976–1982 Motörhead line-up: Lemmy Kilmister, Phil Philthy Animal Taylor and Fast Eddie Clarke.', 'Did the album Overkill by the band Motörhead do well?', 'Overkill by Motörhead was an unexpected success.', 'How did the album Overkill by the band Motörhead do on the charts?', 'Overkill by Motörhead was an unexpected success, reaching #24 on the UK albums chart.']",22
"Did Reba McEntire have any more films besides Tremors, Sunday Kind of Love, The Gambler Returns: The Luck of the Draw, The Man From Left Field and Is There Life Out There?",Forever Love,3064,8,"['How did Reba McEntire get into film?', 'In 1990, she obtained her first film role playing Heather Gummer in the horror comedy Tremors, along with Kevin Bacon.', 'Did Reba McEntire do any film before 1990?', 'Reba McEntire: Sunday Kind of Love', 'Did Reba McEntire have any other movies besides Tremors and Sunday Kind of Love?', 'she starred along with Kenny Rogers and Burt Reynolds in the made-for-television movies The Gambler Returns: The Luck of the Draw and The Man From Left Field.', ""What was Reba McEntire's next film after The Gambler Returns: The Luck of the Draw and The Man From Left Field?"", 'Is There Life Out There?']",37
"Did Aly & AJ have original Christmas music on their second studio album, the Christmas-themed Acoustic Hearts of Winter?","On the Acoustic Hearts of Winter album, Aly & AJ recorded traditional Christmas songs.",6196,7,"['When was Into the Rush by Aly & AJ released?', 'Into the Rush by Aly & AJ was released August 16, 2005', 'How was Into The Rush by Aly & AJ received?', 'The album Into the Rush by Aly & AJ received positive reviews from critics.', 'Did Aly & AJ have a hit single on Into The Rush?', ""Do You Believe in Magic from Into the Rush became Aly & AJ's first single to enter the top 20 of the Canadian Hot 100 chart"", 'Did Aly & AJ have other hits on Into The Rush besides Do You Believe in Magic?', ""One of the Aly & AJ album, Into the Rush's singles, No One, was featured in the Walt Disney Pictures feature film Ice Princess and its soundtrack."", 'Did Aly & AJ go on tour after they released Into The Rush?', 'The Aly & AJ sisters opened for The Cheetah Girls in December 2005, on the Cheetah-licious Christmas Tour.', 'What is Acoustic by Aly & AJ?', 'The sisters Aly & AJ released their second studio album, the Christmas-themed Acoustic Hearts of Winter, on September 26, 2006.']",21
What were Jack R. Coler and Ronald A. Williams of the Federal Bureau of Investigation on the Pine Ridge Indian Reservation searching for?,"Jack R. Coler and Ronald A. Williams were searching for Jimmy Eagle, who was wanted for questioning in connection with the recent assault and robbery of two local ranch hands.",3375,2,"['Why was there a shootout at Pine Ridge?', 'On June 26, 1975, Special Agents Jack R. Coler and Ronald A. Williams of the Federal Bureau of Investigation were on the Pine Ridge Indian Reservation searching']",24
Any other achievements for Gil Hodges during his managerial career besides leading the 1969 Miracle Mets to the World Series Championship?,"Gil Hodges was named The Sporting News' Manager of the Year, in skillfully platooning his players, utilizing everyone in the dugout, keeping everyone fresh.",2959,5,"['Where was Gil Hodges a manager?', ""Gil Hodges was traded to the Washington Senators in late May for outfielder Jimmy Piersall so that he could replace Mickey Vernon as Washington's manager."", 'When was Gil Hodges a manager?', 'In 1968 Gil Hodges was brought back to New York to manage the perennially woeful Mets', 'Did New York Mets win in 1968?', 'While the New York Mets only posted a 73–89 record in 1968, it was nonetheless the best mark in their seven years of existence up to that point.', 'Did anything notable happen while Gil Hodges was a manager for the New York Mets?', 'In 1969, Gil Hodges led the Miracle Mets to the World Series championship, defeating the heavily favored Baltimore Orioles']",22
"Why the year thirteen is only in countries like England, Wales, Northern Ireland, Australia and New Zealand have","Due to British colonial influence, many education systems around the world are modeled on the British system, but the number of countries still offering the same system is diminishing.",7643,4,"['when was the first year GCE Advanced Level examination took place', 'The GCE was first introduced in 1951 to replace the Higher Schools Certificate, and final examinations are normally taken in England and Wales at the end of Year 13.', 'what is year 13 in British schooling', 'Year Thirteen is an educational year group in schools in England; it is sometimes the thirteenth and final year of compulsory education, or alternatively a year of post-compulsory education.', 'What other countries have the year thirteen in their education system', 'Year Thirteen is an educational year group in schools in many countries including England, Wales, Northern Ireland, Australia and New Zealand.']",21
what edition of the fifa world cup was the record of most goals in a single world cup set by just fontaine,Just Fontaine scored the most goals in a single FIFA World Cup in 1958.,10373,2,"['most goals by a player in a single world cup', 'A prolific forward, French retired professional footballer Just Fontaine is best known for scoring the most goals in a single edition of the FIFA World Cup.']",22
"Did Monta play well on his return in the final game of 1992 season, a Monday Night home game against the Detroit Lions?",Montana played the entire second half of that final game and guided the 49ers to victory.,4699,6,"['What happened in 1992 with Steve Young?', ""By the start of the 1992 season, it appeared that Young's starting job was in serious peril. Montana appeared to be close to recovering from his elbow tendon surgery."", ""What was Steve Young's starting job in 1992?"", ""Steve Young was the San Francisco 49ers' starting quarterback."", ""How was Steve Young's San Francisco 49ers starting quarterback job in peril in 1992?"", 'In addition to having to compete with Bono, Montana appeared close to recovering from his elbow tendon surgery. San Francisco came close to trading Young to the Los Angeles Raiders.', 'Did Montana recover from his elbow tendon surgery in 1992?', 'Montana would not recover in time to start in the opening game.', 'What did Montana do unable to recover in time to start as quarterback in the opening game for the San Francisco 49ers in 1992?', 'Montana would not return until the final game of the 1992 season, a Monday Night home game against the Detroit Lions.']",25
"Did the band Joy Division produce an album in the time when guitarist/keyboardist Bernard Sumner, bassist Peter Hook attended a Sex Pistols concert?",Joy Division's debut album Unknown Pleasures,1435,3,"['What was Closer?', ""Joy Division's second and final album"", 'What happened for the band Joy Division that was influential?', 'guitarist/keyboardist Bernard Sumner, bassist Peter Hook attended a Sex Pistols concert']",25
"What did you find most interesting in your article about the Late Night with Jimmy Fallon show's online presence besides incorporating the internet prior to premiere, online interaction being crucial for the shows success, the popular #Hashtag clip, the vlog being popular, and the Sinead O'Connor versus Miley Cyrus controversy?","Fallon devoted considerable time and resources to incorporating digital ideas into comedy — he sits at his desk behind a Mac, not a microphone — focusing especially on social media.",2933,8,"[""What is Fallon's online presence?"", 'The incorporation of the Internet was an innovation decided long before the show began. Highlighting interactivity, Fallon dove into the Web prior to the show premiering.', 'Did Jimmy Fallon get a lot of followers for Late Night with Jimmy Fallon?', 'Online interaction and its presence on the show were crucial to its success.', 'What video was the most popular from Late Night with Jimmy Fallon?', 'Many videos received a very high number of views, including the #Hashtag with Jimmy Fallon & Justin Timberlake clip that garnered over 17 million views by October 21, 2013.', 'What other online platforms is Fallon on for Late Night with Jimmy Fallon besides YouTube?', ""Fallon dove into the Web prior to premiering, creating a Twitter account and beginning a vlog on the show's official website, which ran snippets of comedy bits and background reports."", 'Was the Late Night with Jimmy Fallon vlog popular with fans?', ""The show's Web site was staffed by three full-time bloggers, who compile viral videos and post photos."", ""Did Fallon's online presence ever cause controversy?"", ""During the open letter controversy between musical artists Miley Cyrus and Sinead O'Connor, the channel published an a cappella version of Cyrus' song We Can't Stop“."", ""What was the public's reaction to that the a cappella version of Cyrus' song We Can't Stop and the Sinead O'Connor versus Miley Cyrus feud in general?"", ""After Palmer stated that O'Connor continues to be an important influence since her teenage years, Palmer then addressed where O'Connor was off target in her correspondence to Cyrus.""]",57
How did the public respond to Peter Shilton not blocking the 2 goals against Poland in a crucial World Cup qualifier?,"By now Shilton and Ray Clemence were battling to be regarded as England's top goalkeeper, and each was given their share of caps.",4267,4,"['What mistake did Peter Shilton make against Poland?', 'Shilton was unable to stop both goals in a 2–0 defeat, making victory in the final qualifier a necessity if England were to make the finals', 'When was Peter Shilton unable to stop both goals in a 2-0 defeat against Poland?', 'The crucial World Cup qualifier loss against Poland happened in the summer of 1973.', 'what game was the game Peter Shilton made that mistake of not blocking goals against Poland?', 'Shilton was unable to stop both goals in a 2 - 0 defeat during a crucial World Cup qualifier against Poland in Chorzów']",22
Did the Tour where the American band Skid Row opened for Aerosmith while supporting their self-titled album have a name?,"The American band Skid Rowcontinued touring into 1990, including supporting Aerosmith on the North American leg of their Pump tour.",4213,6,"['Did the American band Skid Row release any albums?', 'The American band Skid Row released five studio albums.', ""How did the American band Skid Row's Skid Row album do?"", 'The American band Skid Row peaked at number six on the Billboard 200 and was certified 5× platinum by the Recording Industry Association of America in 1995.', ""Did the American band Skid Row's Skid Row album win any awards?"", ""The American band Skid Row's Skid Row album was nominated for Favorite Heavy Metal/Hard Rock Album at the 1990 American Music Awards."", ""Did the American band Skid Row's Skid Row album have any big singles?"", ""18 and Life is the American band Skid Row's biggest hit, reaching No. 4 on the US Billboard Hot 100 and No. 11 on the Mainstream Rock Tracks chart."", 'Did the American band Skid Row go on tour in support of their self-titled album?', 'The American band Skid Row promoted Skid Row mainly as an opening act on worldwide tours by Bon Jovi and Aerosmith in 1989–1990.']",21
What did curler Kevin Martin do after winning his second Brier and competing in the 1997 Ford World Men's Curling Championship?,"In 1997, Kevin Martin looked to represent Canada at the Olympics again. The 1998 Winter Olympics would mark the first time curling would be an official medal sport.",6690,6,"['What was curler Kevin Martin doing in 1995?', 'After his two Brier winning seasons, Kevin Martin did not win the provincial title again until 1995. In the meantime, he had made some line-up changes in his team.', ""Who was on Kevin Martin's curling team at the time he won the provincial title in 1995?"", 'By the 1995 Labatt Brier, Kevin Martin had settled on James Pahl as his second, retaining Kevin Park and Don Bartlett as his third and lead, respectively.', 'What did curler Kevin Martin do after winning that 1995 Provincial Champoinship?', 'In 1996, Shawn Broda was replaced by Rudy Ramcharan on the team. With his new team, Kevin Martin won another provincial title.', ""Who was on Kevin Martin's curling team after the lineup change in 1996?"", 'During the 1996–97 season, Kevin Martin had Don Bartlett as lead, Rudy Ramcharan as second, and Don Walchuk as third.', 'Did curler Kevin Martin win any competitions after the 1996 provincial title?', ""Kevin Martin won his second Brier and the right to go to the 1997 Ford World Men's Curling Championship.""]",23
how did Bradley Cooper prepare for the song Maybe It's Time from the film A Star Is Born before production?,"Before its production Cooper had reached out to musician Lukas Nelson, with whom he practiced for about a year, learning to play the guitar, and honing his vocal skills.",8017,5,"['who wrote maybe its time star is born?', ""Songwriter Jason Isbell wrote Maybe It's Time from A Star Is Born."", ""who was the producer for the song Maybe It's Time from the film A Star Is Born?"", 'Cooper and Benjamin Rice with additional vocal production by Lady Gaga', ""how did the song Maybe It's Time from the film A Star Is Born perform?"", ""Following the soundtrack's release, Maybe It's Time debuted at number 93 on the Billboard Hot 100 chart, becoming Cooper's first solo entry"", ""who key is the song Maybe It's Time from the film A Star Is Born in?"", 'The song is performed in the key of G major']",22
did any of the other the Moody Blues members besides Pinder have success on their own after the Moody Blues split up for an extended break,"Hayward and Lodge released a duo album, the very successful Blue Jays (1975)",2926,6,"['Did the Moody Blues take a hiatus during 1974-1977?', 'In the spring of 1974, after completing a vast world tour that culminated with a tour of Asia, The Moody Blues took an extended break.', 'Why did the Moody Blues take an extended break between 1974 and 1977?', 'The Moody Blues took an extended break because of band members feeling exhausted and overshadowed (this was said by Hayward in the final issue of Higher & Higher magazine 2006).', 'Did any of the Moody Blues go on to perform individually during their extended break?', 'Edge produced two albums with guitarist Adrian Gurvitz and his brother Paul Gurvitz, Kick Off Your Muddy Boots (1975) and Paradise Ballroom (1976); Hayward composed the acoustically textured Songwriter (1977).', 'Which the Moody Blues artist put out the solo album called the promise', 'Pinder produced The Promise (1976)', 'Did pinder have great success with this album, The Promise?', ""Pinder's album, The Promise, charted at 133 on the US Billboard 200""]",26
"What other people made recordings of I Heard It Through The Grapevine besides Bobby Taylor & the Vancouvers, Marvin Gaye, and the Miracles?",The first recording of I Heard It Through the Grapevine to be released was produced by Whitfield for Gladys Knight & the Pips,1198,7,"['Was I Heard It Through The Grapevine a recording by producer Norman Whitfield?', 'Producer Norman Whitfield recorded I Heard It Through the Grapevine with various Motown artists.', 'What other recordings did they make, besides I Heard It Through The Grapevine?', 'Besides I Heard It Through The Grapevine, the first known recording is with the Miracles on August 6, 1966, though there may also have been a recording with the Isley Brothers', 'Did a recording of I Heard It Through The Grapevine go missing?', 'Whitfield intended to record I Heard It Through the Grapevine; however, a track has not turned up – some Motown historians believe that a session may have been scheduled but cancelled', 'Were there other recordings of I Heard It Through the Grapevine?', 'Whitfield recorded the song I Heard It Through The Grapevine with Marvin Gaye over five sessions, the first on February 3, 1967, and the last on April 10, 1967.', 'What was the next recording of I Heard It Through the Grapevine after Marvin Gaye?', ""In 1968, Bobby Taylor & the Vancouvers recorded a version of I Heard It Through the Grapevine for their debut album based on Gladys' recent hit"", ""Was Bobby Taylor & the Vancouvers' the most popular recording of I Heard It Through The Grapevine?"", 'The Marvin Gaye recording of I Heard It Through The Grapevine is the most popular recording of the song']",26
Is there any other note worthy information in the article about The Hunting Party besides number of tracks and sales?,The Hunting Party by Linkin Park has placed at number four on Revolver's list of The 20 Best Albums of 2014.,469,4,"[""What is Linkin Park's The Hunting Party?"", 'The Hunting Party is the sixth studio album by American rock band Linkin Park.', ""How many tracks are on Linkin Park's The Hunting Party?"", ""Linkin Park's The Hunting Party album contains 12 tracks."", ""How many sales have there been for Linkin Park's The Hunting Party?"", ""Link Park's The Hunting Party album was certified Platinum in United States for the sales of one million copies.""]",21
Was there any other memorable moments from this particular game besides Y. A. Tittle getting knocked to the ground by John Baker of the Steelers,John Baker of the Pittsburgh Steelers forced an interception that was returned for a touchdown at the old Pitt Stadium.,4000,4,"['Did Y. A. Tittle have a famous photo as a student?', 'A photo of a dazed Y. A. Tittle in the end zone taken is regarded among the most iconic images in the history of American sports and journalism.', 'Was Y. A. Tittle dazed in the end zone  because he was hurt or awed?', 'Y. A. Tittle was helmet-less, bloodied and kneeling immediately after having been knocked to the ground by John Baker of the Steelers', 'Did the Giants win that game after Y. A. Tittle was knocked to the ground by John Baker of the Steelers?', 'The New York Giants lost their game on September 20, 1964 against the Pittsburgh Steelers. The final score was 24 - 27.']",26
"Did Jessica Alba win any awards for her roles in The Killer Inside Me,  Valentine's Day,  Machete, An Invisible Sign of My Own, and Little Fockers ?","For all her 2010 roles, she received a Razzie Award for Worst Supporting Actress.",7052,3,"['what did Jessica Alba do in 2010?', 'Five high-profile films released throughout 2010 featured Jessica Alba in significant roles.', 'What high profile films featured Jessica Alba in 2010?', ""The Killer Inside Me,  Valentine's Day,  Machete, An Invisible Sign of My Own, and Little Fockers all featured Jessica Alba in significant roles in 2010.""]",32
"Did Dan Dierdorf's injury on September 9, 1979, end his career during 1979 to 1983 NFL seasons?","On October 11, 1983, after the Cardinals began the season with a 1–5 record, Dan Dierdorf announced that he would retire at the end of the 1983 season.",6790,5,"['Did anything happen significant in the 1979 NFL season for Dan Dierdorf?', 'On September 9, 1979, Dan Dierforf sustained torn ligaments in his left knee in the second quarter of the second game of the season against the New York Giants.', 'Who did Dan Dierdorf play for during the 1979 to 1983 NFL seasons?', 'Dan Dierdorf played professional football in National Football League with the St. Louis Cardinals for 13 seasons from 1971 to 1983.', 'Dan Dierdorf was against the Giants on September 9, 1979? Who did he play for?', 'Dan Dierdorf played professional football in National Football League with the St. Louis Cardinals for 13 seasons from 1971 to 1983.', 'Did Dan Dierdorf ever get hurt during the 1979 to 1983 NFL seasons?', 'On September 9, 1979, Dan Dierforf sustained torn ligaments in his left knee in the second quarter of the second game of the season against the New York Giants.']",21
how many copies the album Modern Vampires of the city by vampire weekend debuted at #1 on the Billboard chart were sold?,"By December 2014, the album Modern Vampires of the city by vampire weekend had sold 505,000 copies in the US",1583,4,"['what happened in 2011?', 'On November 11, 2011, it was revealed that Vampire Weekend had been in the studio, writing and recording material for their third album', 'when did Vampire Weekend release the album?', 'Modern Vampires of the City by vampire weekend was released in May 2013', 'was the album Modern Vampires of the City by vampire weekend was released in May 2013 a success?', 'the album Modern Vampires of the city by vampire weekend debuted at #1 on the Billboard chart']",24
Was the Report to the Parliament on Social Insurance and Allied Services by William Beveridge based on social insurance in England?,William Beveridge's Report to the Parliament on Social Insurance and Allied Services worked towards founding the welfare state in the United Kingdom,7264,2,"['When did William Beveridge write a report on social insurance?', 'William Beveridge published The Report to the Parliament on Social Insurance and Allied Services in1942']",22
What is another account version of why people were booing at Bob Dylan's electric set at the 1965 Newport Folk Festival?,An alternative account claims audience members were upset by poor sound and a short set.,3221,4,"['How does the phrase going electric pertain to Bob Dylan?', 'In 1965, headlining the Newport Folk Festival, Dylan performed his first electric set since high school with a pickup group featuring Mike Bloomfield on guitar and Al Kooper on organ.', 'When did Bob Dylan performing his first electric set since high school first occur?', '1965', ""Why were people booing at Bob Dylan's electric set at the 1965 Newport Folk Festival?"", 'One version has it that the boos were from folk fans whom Dylan had alienated by appearing, unexpectedly, with an electric guitar.']",23
"which was the earliest river valley civilization between the indus valley civilization, ancient egypt, mesopotamia, and chinese civilization along the yellow river","Mesopotamia was the earliest river valley civilization, starting to form around 3500 BC.",9232,3,"['why did river valleys became centers of civilizations', 'Civilizations developed around rivers because their waters provided places to hunt and fish. Also, as the rivers flooded, the lands around them became fertile.', 'what were the first river valley civilizations', 'Examples of early river valley civilizations include the Indus Valley Civilization, Ancient Egypt, Mesopotamia, and Chinese civilization along the Yellow River.']",25
was there any other swimmers mentioned that Michael Phelps beat in the 100m butterfly race at the Beijing Olympics besides Milorad Cavic?,No,2583,3,"['What event did Phelps do to win his seventh gold medal?', '100m butterfly', 'who did Michael Phelps beat in the 100m butterfly race at the Beijing Olympics?', 'Milorad Čavić']",23
"Were there any other New York Dolls band members that joined besides Sylvain Sylvain, Billy Murcia, and Johnny Thunders?","The original New York Dolls lineup initially was composed of singer David Johansen, guitarists Johnny Thunders and Rick Rivets (who was replaced by Sylvain Sylvain after a few months), bass guitarist Arthur Killer Kane and drummer Billy Murcia.",1254,3,"['How did the band New York Dolls get together?', 'In 1970 Sylvain Sylvain and Billy Murcia formed a band again and recruited Johnny Thunders to join on bass. They called themselves the Dolls.', 'How did the band New York Dolls come up with the name New York Dolls?“', 'Sylvain Sylvain took a job across the street from the New York Doll Hospital, a doll repair shop. Sylvain said that the shop inspired the name for their future band.']",22
"are all the forbes' top 10 most powerful people, xi jinping, vladimir putin, donald trump, angela merkel, jeff bezos, pope francis, bill gates, mohammed bin salman al saud, narendra modi, and larry page, heads of states","Jeff Bezos is the head of Amazon.com, Pope Francis the Roman Catholic Church, Bill Gates the Bill & Melinda Gates Foundation and Larry Page the head of Alphabet.",7312,2,"['Who is the top 10 most powerful leaders in the world', ""Forbes' top 10 most powerful people include: Xi Jinping, Vladimir Putin, Donald Trump, Angela Merkel, Jeff Bezos, Pope Francis, Bill Gates, Mohammed bin Salman Al Saud, Narendra Modi, Larry Page.""]",48
What is the main point of the Abandoning a Cat: What I Talk About When I Talk ABout My Father article published for Japanese magazine BungeiShunju for Haruki Murakami?,Haruki Murakami recounts memories of his late father,227,1,[],31
Are there any other notable tracks besides Ramblin' Rose and Come Together on the Kick Out the Jams album?,Kick Out the Jams“,1907,5,"['what year was kick out the jams released?', '1969', 'was Kick Out the Jams well received?', 'Allmusic 5/5 starsRolling Stone (unfavorable)PopMatters (very favorable)Treble (favorable)', 'Did Kick Out the Jams sell a lot of records?', 'Quickly sold over 100,000 copies', 'what are some of the tracks on the album?', ""Ramblin' Rose and Come Together""]",21
Did Neil Simon win any more Emmy or other awards besides the award for The Phil Silvers show in 1959?,"In 1965, Neil Simon won the Tony Award for Best Playwright, and in 1975, a special Tony Award for his overall contribution to American theater",1159,6,"['When did Neil Simon start writing comedy for television?', 'Max Liebman hired Neil Simon for his popular television comedy series Your Show of Shows in 1950', 'What was the first script Neil Simon wrote?', 'Neil Simon wrote for the radio series The Robert Q. Lewis Show, which led to other writing jobs.', 'Where did Neil Simon work after the Robert Lewis Show?', 'Max Liebman hired Neil Simon for his popular television comedy series Your Show of Shows after The Robert Q. Lewis Show', 'Was Neil Simon successful when writing television comedies?', 'Yes, Neil Simon was successful in writing several television comedies, such as The Robert Q. Lewis Show and Your Show of Shows', 'Did Neil Simon win any awards for his work?', 'Neil Simon won a 1959 Emmy Award for The Phil Silvers Show']",21
What did Vince Lombardi's wife Marie  say after I wasn't married to him more than one week?“,"Continuing about her honeymoon, Planitz said, when I said to myself, Marie Planitz, you've made the greatest mistake of your life.“",4294,8,"[""what was Vince Lombardi's wife's name"", 'Lombardi and Marie Planitz wed, nonetheless, on August 31, 1940', 'did Vince Lombardi have a son', ""Vincent Harold Lombardi (Vince Jr.), Lombardi's son, was born in 1942."", 'did Vince Lombardi have a daughter', ""Susan Lombardi, Lombardi's daughter, was born in 1947."", 'did Vince Lombardi have any grand children', ""Lombardi's grandson was Joe Lombardi"", 'What did Joe Lombardi do', ""Lombardi's grandson, Joe Lombardi, was named the offensive coordinator for the Detroit Lions in January 2014."", ""what did Joe Lombardi's grandfather do"", 'Lombardi seemed preoccupied with football even on his honeymoon with Marie honeymoon, and cut it short to get back to Englewood', ""what did Vince Lombardi's wife say about cutting the honeymoon short?"", ""I wasn't married to him more than one week, Marie Planitz later related about her honeymoon.""]",21
"did The Cult tour after their record The Cult achieved little success, only reaching No. 69 in the US and No. 21 in the UK",The Cult began the Beauty's On The Streets tour in winter 1994,6185,4,"['What were The Cult doing in 1994', 'With the same line-up still in place, The Cult released The Cult in October 1994, produced by Bob Rock.', 'Was The Cult released in October 1994, produced by Bob Rock popular', ""The Cult's self-titled record achieved little success, only reaching No. 69 in the US and No. 21 in the UK."", ""Did The Cult's self-titled album win awards"", ""The Cult's self-titled record achieved little success, only reaching No. 69 in the US and No. 21 in the UK.""]",28
What did Montana do unable to recover in time to start as quarterback in the opening game for the San Francisco 49ers in 1992?,"Montana would not return until the final game of the 1992 season, a Monday Night home game against the Detroit Lions.",4699,5,"['What happened in 1992 with Steve Young?', ""By the start of the 1992 season, it appeared that Young's starting job was in serious peril. Montana appeared to be close to recovering from his elbow tendon surgery."", ""What was Steve Young's starting job in 1992?"", ""Steve Young was the San Francisco 49ers' starting quarterback."", ""How was Steve Young's San Francisco 49ers starting quarterback job in peril in 1992?"", 'In addition to having to compete with Bono, Montana appeared close to recovering from his elbow tendon surgery. San Francisco came close to trading Young to the Los Angeles Raiders.', 'Did Montana recover from his elbow tendon surgery in 1992?', 'Montana would not recover in time to start in the opening game.']",25
What other articles did Bernard Lewis publish based on his research besids Origins of Isma'ilism: A Study of the Historical Background of the Fatimid Caliphate?,"Lewis published Muslim Discovery of Europe (1982), Semites and Anti-Semites (1986), and several books",611,6,"['In what area did Bernard Lewis do his research?', 'Bernard Lewis was a pioneer of the social and economic history of the Middle East and is famous for his extensive research of the Ottoman archives', 'Was it unusual that Bernard Lewis had access to the Ottoman archives?', 'Yes, they had only recently been opened to Western researchers', 'Did Bernard Lewis follow up with more research?', 'A series of articles that Bernard Lewis published over the next several years revolutionized the history of the Middle East by giving a broad picture of Islamic society.', ""What was Bernard Lewis' first article called?"", ""Lewis' first article in 1940 was called Origins of Isma'ilism: A Study of the Historical Background of the Fatimid Caliphate""]",27
"How did Walter Cronkite's career go after succeeding Douglas Edwards as anchorman of the CBS's nightly feature newscast, tentatively renamed Walter Cronkite with the News?","During the early part of his tenure anchoring CBS Evening News, Walter Cronkite competed against NBC's anchor team of Chet Huntley and David Brinkley, who anchored the Huntley-Brinkley Report.",4023,2,"['When did Walter Cronkite become an anchor for CBS', ""On April 16, 1962, Walter Cronkite succeeded Douglas Edwards as anchorman of the CBS's nightly feature newscast, tentatively renamed Walter Cronkite with the News""]",29
"Did Wilhelm II, German Emperor ever get the acceptance he wanted from his grandmother, Queen Victoria, and of the rest of her family?","Despite the fact that his grandmother treated him with courtesy and tact, Wilhelm II, German Emperor's other relatives found him arrogant and obnoxious, and they largely denied him acceptance.",4617,4,"['How was Wilhelm II, German Emperor in handling foreign relationships?', ""Wilhelm II, German Emperor's most contentious relationships were with his British relations."", 'Did Wilhelm II, German Emperor have many foreign relatives?', 'As a grandchild of Queen Victoria, Wilhelm II, German Emperor was a first cousin of the future King George V, as well as of Queens Marie of Romania and others.', 'Was Wilhelm II, German Emperor very mean to his relatives?', 'Wilhelm II, German Emperor craved the acceptance of his grandmother, Queen Victoria, and of the rest of her family.']",27
What were some of Michelle Pfeiffer's other triumphs during this period during the release of The Age of Innocence?,"Also in 1993, she was awarded the Women in Film Los Angeles' Crystal Award for outstanding women who have helped to expand the role of women within the entertainment industry.",6853,3,"[""What were some of Michelle Pfeiffer's successes?"", 'Batman Returns was a big box office success, grossing over US$266 million worldwide.', 'When did Michelle Pfeiffer play Ellen Olenska in The Age of Innocence?', 'The Age of Innocence was released theatrically on September 17, 1993 by Columbia Pictures.']",21
What did Thomas Nast do after he depicted the prize fight between the american John C. Heennan and the English Thomas Sayers?,"In 1862, Thomas Nast became a staff illustrator for Harper's Weekly",5153,3,"['How did Thomas Nast begin his career?', 'In February 1860, Thomas Nast went to England for the New York Illustrated News to depict one of the major sporting events of the era', 'What fight did Thomas Nast depict?', 'the prize fight between the American John C. Heenan and the English Thomas Sayers']",23
"What were those facts that in 1986, Federal Appeals Judge Gerald W. Heaney, concluded on Leonard Peltier's appeals, When all is said and done ... a few simple but very important facts remain?",The casing introduced into evidence of Leonard Peltier's case had in fact been extracted from the Wichita AR-15,3380,4,"['What happened during the appeals process with Leonard Peltier?', 'Leonard Peltier has made a number of appeals against his murder convictions.', ""How have Leonard Peltier's appeals resolved?"", ""In all Leonard Peltier's appeals, the conviction and sentence have been affirmed by the 8th Circuit Court of Appeals."", 'Any other factual points on the appeal by Leonard Peltier?', ""In 1986, Federal Appeals Judge Gerald W. Heaney, concluded on Leonard Peltier's appeals, When all is said and done ... a few simple but very important facts remain.""]",38
What did Gertrude Vanderbilt Whitney do when she was declined by Metropolitan Museum of Art when offering to donate over 500 works of Ameircan Art?,"This, along with the apparent preference for European modernism at the recently opened Museum of Modern Art, led Whitney to start her own museum, exclusively for American art, in 1929.",4130,5,"['When was the Whitney Museum of American Art created?', 'The Whitney Museum was founded in 1930.', 'Who was Whitney Museum named after?', ""Named after the museum's founder, Gertrude Vanderbilt Whitney."", 'Who was Whitney Gertrude?', 'Gertrude Vanderbilt Whitney was a well-regarded sculptor as well as a serious art collector.', 'How did the Whitney Museum of American Art begin?', 'In 1929, Whitney offered to donate over 500 works of American art to the Metropolitan Museum of Art, but the museum declined the gift.']",26
What did Andy Griffith do after he was on the television anthology series The United States Steel Hour for the teleplay version of No Time for Sergeants?,Andy Griffith expanded the role of Will Stockdale in Ira Levin's full-length theatrical version of No Time for Sergeants (October 1955) on Broadway in New York City.,5011,5,"['How did Andy Griffith get his start as a comedian?', ""Andy Griffith's early career was as a monologist, delivering long stories such as What It Was, Was Football."", 'When did Andy Griffith start television acting?', ""Andy Griffith starred in Ira Levin's one-hour teleplay version of No Time for Sergeants (March 1955) — a story about a country boy in the United States Air Force."", ""What was Andy Griffith's role in the teleplay No Time for Sergeants?"", 'Andy Griffith played Will Stockdale, a country bumpkin who is drafted into the U.S. Army during World War II and assigned to the United States Army Air Forces.']",28
What other actions were taken to bring awareness to enhancing gender equality besides UNICEF launching key interventions to enhance gender equality?,"Ann Veneman helped launch a partnership with ‘V-Day’ founder Eve Ensler in 2007, to bring awareness to the sexual abuse and violence of women in the DRC.",662,3,"[""What was interesting about Ann Veneman's efforts for women and girls?"", 'Ann Veneman has helped bring more awareness to the plight of women and girls.', ""What accomplishments did Ann Veneman and UNICEF have relating to women's and girl's causes?"", 'UNICEF has launched key interventions to enhance gender equality around the world.']",22
