Question,Answer,Conversation#,Turn#,Context,Question Length
does lynyrd skynyrd still tour,"On January 25, 2018, Lynyrd Skynyrd announced their Last of the Street Survivors Farewell Tour, which started on May 4, 2018.",9674,5,"['who is the current lead singer of lynyrd skynyrd', 'Johnny Roy Van Zant is an American musician/composer and the current lead vocalist of Southern rock band Lynyrd Skynyrd.', ""where did lynyrd skynyrd's name come from"", 'Lynyrd Skynyrd settled on Leonard Skinnerd, a mocking tribute to P.E. teacher Leonard Skinner. The more distinctive spelling Lynyrd Skynyrd was being used at least as early as 1970.', 'which members of lynyrd skynyrd died in a plane crash', 'Ronnie Van Zant, Steve Gaines, backup singer Cassie Gaines, assistant road manager Dean Kilpatrick, pilot Walter McCreary, and co-pilot William Gray were killed on impact in the plane crash.', 'when did lynyrd skynyrd come back after the plane crash', 'In 1987, Lynyrd Skynyrd reunited for a full-scale tour with five major members of the pre-crash band.']",5
what is the paris agreement,"The Paris Agreement is an agreement within the United Nations Framework Convention on Climate Change, dealing with greenhouse gas emissions mitigation, adaptation, and finance",7580,2,"['how many countries have joined the paris agreement', 'At present, 197 countries, every nation on earth, have adopted the Paris Agreement.']",5
did Bruno Latour have supporters,Gross and Leavitt argue that Bruno Latour's position becomes absurd when applied to non-scientific contexts.,3708,6,"[""tell me about Bruno Latour's laboratory life"", 'In the book, the authors undertake an ethnographic study of a neuroendocrinology research laboratory at the Salk Institute.', 'what book did Bruno Latour write', 'Laboratory Life: the Social Construction of Scientific Facts', 'what year did Bruno Latour write Laboratory Life: the Social Construction of Scientific Facts', '1979', 'did Bruno Latour have help writing Laboratory Life: the Social Construction of Scientific Facts in 1979', 'co-author Steve Woolgar', 'what was Laboratory Life: the Social Construction of Scientific Facts by Bruno Latour and co-author Steve Woolgar about', 'This early work argued that naïve descriptions of the scientific method, in which theories stand or fall on the outcome of a single experiment, are inconsistent with actual laboratory practice.']",5
where was elvis presley born,"Presley was born in Tupelo, Mississippi.",8704,5,"['who had the most number one hits in music', 'The Beatles had the most #1 songs, with 67 songs that made it to the top of the charts.', 'who came second in most number one hits', 'Elvis Presley comes second with 53 #1 hits.', 'when was elvis presley born', 'Elvis Presley was born January 8, 1935.', 'did the musican elvis presley have a nickname', 'Elvis Presley is often referred to as the King of Rock and Roll or simply The King.']",5
when was Prabhakar Karekar born,Prabhakar Janardan Karekar was born in 1944.,9137,3,"['who has been bestowed with the 2016 sangeet natak academy puraskar', 'Prabhakar Karekar was awarded the Sangeet Natak Akademi Award in the year 2016 for vocal Hindustani music.', 'where was Prabhakar Karekar born', 'Pandit Prabhakar Karekar was born in Goa,India.']",5
Who owns XIX Entertainments?,Simon Fuller,3098,2,"['What was the first song released by David Cook?', 'The Time of My Life“']",5
Was Megawati Sukarnoputri hated?,"The government did not want Megawati Sukarnoputri as chair of PDI, but she had the overwhelming support of the public.",5099,4,"['Is there a special meaning to reformasi?', 'Reformasi is both a Malay and Indonesian word for reform or reformation.', 'What time period was Megawati Sukarnoputri in office for?', 'Megawati Sukarnoputri was in office from 23 July 2001 to 20 October 2004.', 'Was Megawati Sukarnoputri elected to be president of Indonesia?', 'Megawati Sukarnoputri ran for re-election in the 2004 presidential election of Indonesia, but was defeated by Susilo Bambang Yudhoyono.']",5
where was corn first domesticated,"Maize, also known as corn, is a cereal grain first domesticated by indigenous peoples in southern Mexico about 10,000 years ago",9297,4,"['what is the origin of the word agriculture', 'Agriculture comes from Late Latin word agricultura, which means cultivation of the land', 'what was the first domesticated plant', 'The first domesticated plant was probably rice or corn. Chinese farmers were cultivating rice as early as 7500 BCE.', 'where was rice first domesticated', 'Based on archeological evidence, rice was believed to have first been domesticated in the region of the Yangtze River valley in China.']",5
where does the ncop meet,"The NCOP meets at NCOP Chamber, Houses of Parliament, Cape Town, Western Cape, South Africa.",8499,4,"['how many provincial delegates does the national council of provinces comprise of', 'The NCOP comprises 90 provincial delegates, 10 delegates for each of the nine provinces regardless of the population of the province.', 'what is the ncop', 'The National Council of Provinces (NCOP) is the upper house of the Parliament of South Africa under the (post-apartheid) constitution which came into full effect in 1997.', 'what is the purpose of the ncop', ""The NCOP's purpose is to represent the governments of the provinces, rather than directly representing the people.""]",5
What is Oprahfication?,"The Wall Street Journal coined the term Oprahfication, meaning public confession as a form of therapy",3147,1,[],4
Who is Robert Fripp?,"Robert Fripp is an English musician, songwriter, and record producer,",1930,1,[],5
Is Sam Harris political?,"Sam Harris describes himself as a liberal, and states that he supports raising taxes on the very wealthy, the decriminalizing of drugs and legalizing of same-sex marriage.",2821,9,"[""What are Sam Harris' feelings towards Islam?"", 'Sam Harris considers Islam to be especially belligerent and inimical to the norms of civil discourse. Harris considers to be bad ideas, held for bad reasons, leading to bad behavior.“', ""Has Sam Harris' views gotten him into trouble?"", 'In April 2017, Sam Harris stirred controversy by hosting the social scientist Charles Murray on his podcast, discussing topics including the heritability of IQ and race and intelligence.', ""Do people agree with Sam Harris' thoughts on Islam?"", 'Glenn Greenwald has claimed that [Sam Harris] and others like him spout and promote Islamophobia under the guise of rational atheism.“', 'Does Sam Harris think that other religions are better?', 'No, Sam Harris is broadly critical of religion in most forms.', 'What is an interesting fact regarding Islam?', 'Islam is an Abrahamic, monotheistic religion teaching that there is only one God, and that Muhammad is a messenger of God.', 'Why do Muslims feel this way about God and the world?', 'They feel this way because it is written in the Quran.', 'Why the theology written in the Quran?', 'That theology is written by Mohammad.']",5
When was Bohemian Rhapsodyreleased?,"Bohemian Rhapsody was released on October 31, 1975",4272,5,"['Who wrote the lyrics for Bohemian Rhapsody?', ""Bohemian Rhapsody is a song by the British rock band Queen. It was written by Freddie Mercury for the band's 1975 album A Night at the Opera."", 'What was the song, Bohemian Rhapsody about?', ""Mercury refused to explain his composition other than to say it was about relationships; the band is still protective of the song's secret"", 'When were the lyrics for Bohemian Rhapsody written?', 'Mercury first started developing Bohemian Rhapsody in the late 1960s; Mercury used to play parts of songs he was writing at the time on the piano', 'Who sings Bohemian Rhapsody?', 'Freddie Mercury sings the lead and backing vocals. Brian may sings the low regerstier operatic vocals. Roger Taylor sings the high register operatic vocals.']",5
Where was Kalakaua born?,Kalākaua was born at the base of Punchbowl Crater in Honolulu on the island of Oʻahu,1926,1,[],5
Did Devika Rani elope?,"Najm-ul-Hassan was also Devika's co-star in the studio's next venture, Jeevan Naiya. During the shooting schedule of Jeevan Naiya, Devika eloped with Hassan.",4290,1,[],5
what sports are throw-ins from,A throw-in is a method of restarting play in a game of football (or soccer) when the ball has exited the side of the field of play.,10664,2,"['where must a throw in be taken from', 'The throw-in is taken from the point where the ball crossed the touch-line, either on the ground or in the air.']",5
Who blacklisted Joan Leslie?,Jack Warner used his influence to blacklist Joan Leslie from major Hollywood studios.,7096,2,"['In the 1950s what did Joan Leslie choose to do?', 'In the early 1950s, Joan Leslie chose to focus on raising her daughters, which resulted in a more irregular film career']",5
what does LIV mean,Roman number LIV = 54.,8830,5,"['when did the saints win the super bowl last', 'The Saints most recent superbowl win was 2010.', 'who came in second in the 2010 superbowl', 'The Indianapolis Colts came in second in the 2010 Superbowl.', 'where was the 2010 superbowl held', 'The 2010 Super Bowl was held at Sun Life Stadium, Miami Gardens, Florida.', 'is there a superbowl at the sun life stadium often', 'The Sun Life stadium has hosted six Super Bowls, including Suepr Bowl XXIII, XXIX, XXXIII, XLI, XLIV, and LIV.']",4
does mars have moons,"Mars has two moons, Phobos and Deimos, which are small and irregularly shaped.",9828,3,"['earth is what number planet from the sun', 'Earth is the third planet from the Sun.', 'what is the fourth planet from the sun', 'Mars is the fourth planet from the sun.']",4
Did Rosalind Franklin graduate?,"Rosalind Franklin studied the Natural Sciences Tripos at Newnham College, Cambridge, from which she graduated in 1941.",2676,2,"['What happened with Rosalind Franklin and Cambridge?', 'Rosalind Franklin went to Newnham College, Cambridge in 1938 and studied chemistry within the Natural Sciences Tripos.']",5
Did Clarence influence anyone?,"Clarence White helped popularize the acoustic guitar as a lead instrument in bluegrass music. Influential flatpickers Dan Crary, Norman Blake, and Tony Rice cite White as a primary influence.",6081,1,[],5
how did kobe bryant die,"On January 26, 2020, Kobe Bryant was killed, along with his 13-year-old daughter Gianna and seven others, in a helicopter crash in Calabasas, California.",10626,3,"['how old was kobe bryant when he scored 81 points', 'Kobe Bryant was born in August 23, 1978. In January 2006, he scored a career-high 81 points.', 'how old was kobe bryant when he died', 'Kobe Bryant was 41 years old when he died.']",5
when was salina kansas founded,Settlers led by journalist and lawyer William A. Phillips founded Salina in 1858.,9053,4,"['how far is salina ks from junction city ks', 'There are 43.89 miles from Junction City to Salina in southwest direction and 48 miles by car, following the I 70 and US 40 W and KS 18 route.', 'between salina and junction city kansas, which city is more populated', ""Salina's population estimate is 46,994 while Junction City's is 22,988"", 'how big is salina kansas', 'According to the United States Census Bureau, Salina has a total area of 25.15 square miles']",5
who is the character Hawkeye,Hawkeye is a fictional superhero appearing in American comic books published by Marvel Comics.,10202,3,"[""who played jeremy renner's wife in avengers age of ultron"", 'Linda Cardellini played Laura Barton', ""what's Laura Barton's role in the film Avengers Age of Ultron"", ""Laura Barton is Hawkeye's wife.""]",5
Was MMM a hit?,MMM was met with generally positive reviews upon release.,3,3,"['What is MMM?', 'MMM is the debut mixtape by Puff Daddy, originally released on November 4, 2015 as a free mixtape on Bad Boy Records and Epic Records.', 'Is MMM an album or a song?', 'MMM is the debut mixtape by Puff Daddy, originally released on November 4, 2015 as a free mixtape on Bad Boy Records and Epic Records.']",5
why is harvard important,"Harvard's history, influence, wealth, and academic reputation have made it one of the most prestigious universities in the world.",8716,5,"['what is the oldest public university in the united states', 'The title of oldest public university in the United States is claimed by three universities.', 'can you give me the list of three oldest universities', 'The oldest public university title in the United States is claimed by three universities: University of Georgia, University of North Carolina at Chapel Hill and College of William and Mary.', 'why are there three schools that are the oldest university', 'North Carolina was the first to hold classes and graduate students, Georgia being the first created by state charter, and William & Mary having the oldest founding date.', 'how about oldest private school in the united states', ""Established in 1636 and named for its first benefactor, clergyman John Harvard, Harvard is the United States' oldest institution of higher learning.""]",4
What is Truth?,Truth is Sugizo's first solo album.,4816,3,"['What did Sugizo do in 1997?', 'After Luna Sea went on break in 1997, Sugizo started his own solo career  and opened the independent label Cross to produce other artists.', 'How did Cross help Sugizo?', 'Sugizo started his own solo career and opened the independent label Cross to produce other artists, as well as releasing his own records.']",4
When was Bangin released?,"1987 saw the release of The Outfield's second album, Bangin'.",23,3,"['Who is the lead singer of the Outfield?', 'Tony Lewis is the lead singer.', 'Where did The Outfield have success?', ""The Outfield's debut album, Play Deep, produced by William Wittman, was issued in 1985, and was a success.""]",5
what did Denis Papin make,Denis Papin invented the pressure cooker.,10175,3,"['who invented the first steam engine and when', 'An Englishman is usually credited with inventing the first steam engine. In 1698, Thomas Savery patented a machine that could effectively draw water from flooded mines using steam pressure.', 'did inventor Thomas Savery work with or get inspiration from anyone', 'Thomas Savery used principles set forth by Denis Papin, a French-born British physicist.']",5
Who was Dave Stewart?,Dave Stewart is an English keyboardist and composer.,6747,6,"['What was The Lodge?', 'The Lodge were a 1980s art rock band based in New York City.', 'Where was the band The Lodge founded?', 'By 1988, various connections such as Henry Cow, Peter Blegvad, John Greaves, Jakko Jakszyk, Anton Fier, and The Golden Palominos, had eventually coalesced into The Lodge.', 'Who was part of the band The Lodge?', 'Initially just Blegvad and Greaves, with Lisa Herman as guest vocalist, The Lodge ultimately transformed into a New York-based band by adding Jakko Jakszyk, Anton Fier and Kristoffer Blegvad.', ""What was Jakko Jakszyk's first solo album?"", ""Silesia is Jakszyk's debut solo album."", ""Was Jakko Jakszyk's first solo album successful?"", 'During 1982, Chiswick released three singles, although none were hits. A full release of Silesia was shelved at the last minute when Chiswick declared bankruptcy.']",5
is ashley williams married,Ashley Williams is married to Neal Dodson.,8631,4,"['what hallmark movies has ashley williams been in', 'She most recently starred in the Hallmark Channel original “Christmas in Evergreen: Letters to Santa.”', 'what is ashley williams known for', 'She is known for starring in the television series The Jim Gaffigan Show on TV Land and in the NBC series Good Morning Miami.', 'how old is ashley williams', 'Ashley Williams is 41 years old.']",4
Who sang Júrame?,María Grever sings Jurame.,8102,3,"['is the modern music of mexico based on indigenous amerindian cultures and the music of spain', 'The modern music of mexico  is based on indigenous amerindian cultures and the music of spain.', 'what is a traditional Mexican song?', 'Júrame (Swear to me) is a traditional song from Mexico.']",4
What is Recharged?,Recharged is the second remix album of recordings by American rock band Linkin Park.,911,5,"['What is Living Things?', ""Living Things is the title of Linkin Park's fifth album"", ""Did Linkin Part's album, Living Things, have any hit singles?"", ""Linkin Park's single, Castle of Glass from the album Living Things, was nominated for 'Best Song in a Game' at the 2012 Spike Video Game Awards."", ""What other singles did Linkin Park's album Living Things have, besides Castle of Glass?"", ""Burn It Down is another single from Linkin Park's Living Things."", ""Were there any other hits from Linkin Park's Living Things?"", ""Powerless, the twelfth and closing track of Linking Park's album Living Things, was featured in the closing credits of the film Abraham Lincoln: Vampire Hunter.""]",4
What was The Shadow?,"In the radio drama, which debuted in 1937, The Shadow was an invisible avenger who had learned the mysterious power to cloud men's minds, so they could not see him.“",2127,1,[],5
what is androgen binding protein,a protein secreted by testicular Sertoli cells along with inhibin and müllerian inhibiting substance.,10223,2,"['what does abp stand for in medical terms', 'Abbreviation for androgen binding protein.']",5
Was James Levine married?,No,2179,3,"[""What were Jame Levine's early years like?"", ""James Levine started playing the piano as a child and made his debut playing Felix Mendelssohn's Piano Concerto No. 2 at a concert of the Cincinnati Symphony Orchestra in Ohio."", 'At what age did James Levine give his first concert?', 'At the age of 10.']",5
WHERE WAS THEO EPSTEIN BORN,"Theo Epstein was born to a secular Jewish family in New York City and raised in Brookline, Massachusetts.",2975,1,[],5
Is Welcome Back Kotter popular,"Welcome Back, Kotter was wildly popular during its years on the air from 1975 to 1979.",9582,2,"['who is the cast of welcome back kotter', 'The cast of Welcome Back Kotter includes: Gabe Kaplan, Robert Hegyes, Lawrence Hilton-Jacobs, Marcia Strassman, John Sylvester White, Ron Palillo, John Travolta, and Stephen Shortridge.']",5
What did critics say?,"Claudia Cassidy, the music critic of the Chicago Tribune wrote: Her Juliet is breathtakingly beautiful to the eye and dulcet to the ear.“",2717,3,"[""When were some of Jeanette MacDonald's performances?"", 'On December 12, 1951, Jeanette MacDonald did one performance of Faust with the Philadelphia Civic Grand Opera Company at the Academy of Music.', 'What roles did Jeanette MacDonald play?', 'Jeanette MacDonald played the roles of Juliet in Romeo and Juliet and Marguerite in Faust.']",5
where does rita boro teach,Rita Boro teaches Bodo literature in Tangla College in Udalguri district,9315,5,"['who won the sahitya akademi award 2017 in bodo language', 'Rita Boro won the 2017 Sahitya Akademi Award for Bodo language', 'what did rita boro write to win the sahita akademi award for bodo language', 'The novel Thwisam won Rita Boro the 2017 Sahitya Akademi Award for Bodo language', 'when was the novel thwisam published', ""Rita Boro's novel, Thwisam, was published in 2014."", 'what is the novel twisham about', 'The novel Thwisam revolves around a spoiled martyr’s son who leaves home after cheating his mother of the ex gratia compensation amount received from the government for his father’s death']",5
When did Mikhail Gorbachev resign,"On December 25, 1991, Mikhail Gorbachev resigned as Soviet President and the post was abolished.",7337,5,"['how do you explain us intervention in the third world during the cold war', ""When the Soviet backed North Korean People's Army invaded South Korea, American officials decided to intervene fearing a communist takeover."", 'What started the Cold War', 'The origins of the Cold War involved the breakdown of relations between the Soviet Union versus the United States, Great Britain and their allies in the years 1945 through 1949', 'When did the Cold War end', 'In late 1991 the Soviet Union itself dissolved into its component republics. With stunning speed, the Iron Curtain was lifted and the Cold War came to an end.', 'Who was the president of the Soviet Union when the Cold War ended', 'Mikhail Gorbachev was president of the Soviet Union from 1990 to 1991.']",5
are black panthers completely black,"Due to the excess black pigments, the typical spotted markings are present, but hidden, which is called ghost rosettes.",10349,5,"['what is the length of a black panther', 'Black leopards range from three to seven feet in length. Black jaguars range from 5.6 to 7.9 feet.', 'what causes the black panther to be black', 'Melanism in the jaguar is conferred by a dominant allele, and in the leopard by a recessive allele.', 'is the whole litter of cats black', 'Melanistic and non-melanistic animals can be littermates.', 'does the black cat color offer any advantages', 'It is thought that melanism confers a selective advantage under certain conditions since it is more common in regions of dense forest, where light levels are lower.']",5
who designed washington dc,"To design Washington DC, President George Washington appointed Pierre Charles L’Enfant.",9281,3,"['where did the land for washington dc come from', 'Washington, D.C. was formed from land donated by the states of Maryland and Virginia', 'when was washington dc founded', 'Washington DC was founded on July 16, 1790']",4
Who produced Tropic Thunder?,"Tropic Thunder was an international co-production between the US,UK, and Germany produced by Stuart Cornfeld, Stiller, and Eric McLeod for Red Hour Productions and DreamWorks Pictures.",1044,4,"['What is the rating of the movie Tropic Thunder?', 'Tropic Thunder is rated R.', 'Who are the actors in the movie Tropic Thunder?', 'Ben Stiller, Jack Black, and Robert Downey Jr. are the actors in Tropic Thunder.', 'When was the release of the movie Tropic Thunder?', 'Tropic Thunder was released on August 13, 2008.']",5
what is a whitelighter,A whitelighter is a guardian angel and mentor in all things magical,8802,2,"['when does leo come out as a whitelighter', 'Leo comes out as Whitelighter in the Charmed  episode Blinded by the Whitelighter.']",4
what is blue bloods about,Blue Bloods is an American police procedural drama television series that airs on CBS. I,8834,2,"['who is jamie reagan dating on blue bloods', ""Jamie Reagan and Eddie Janko have Had such a dramatic relationship on 'Blue Bloods'.""]",5
Why did Gary quit?,"In early 1989, Gary Richrath quit after tensions between he and Kevin Cronin boiled over.",6890,5,"['What were the changes in the 90s to REO Speedwagon?', ""By the late 1980s, the band's popularity was starting to decline."", 'Why did Alan Gratzer leave REO Speedwagon?', 'Original drummer Alan Gratzer left in September 1988 after he decided to retire from music to open a restaurant.', 'Why did REO Speedwagon lose popularity?', 'Kevin Cronin stated I think that fame and the riches that come with it can also bring out the demons in people.“', 'Did any other changes occur to REO Speedwagon besides Alan Gratzer leaving?', 'In early 1989, Gary Richrath quit.']",5
was jameis lanaed injured,"On February 28, 2020, it was revealed that Winston underwent surgery to repair a torn meniscus. Furthermore, he was dealing with the knee injury and a broken thumb for 2019.",8719,5,"['who holds the record for most passing yards in the nfl', 'Drew Brees, quarterback of the New Orleans Saints, is currently the all-time passing leader in the National Football League (NFL) with 77,416 yards as of January 7, 2020.', 'who holds the record for most passing yards in the nfl in one season', 'The record for passing yards in a season is held by Peyton Manning of the Denver Broncos who threw for 5,477 in 2013.', 'who is the most recent leader in passing yards', 'Jameis Winston is the most recent passing yards leader.', 'what team is the player on', 'Jameis Lanaed Winston is an American football quarterback who is currently a free agent.']",4
who are hera's siblings,"Hera's five siblings are Poseidon, Hades, Zeus, Hestia, and Demeter.",7820,4,"['what is the symbol of hera the greek goddess', 'symbols of Hera include the pomegranate, peacock feather, diadem, cow, lily, lotus, cuckoo, panther, scepter, throne, and lion.', ""who are hera's parents"", 'Hera is the daughter of the Titans Cronus and Rhea.', 'how many siblings does hera have', 'Hera had five siblings.']",5
Did Stan Laurel marry?,Stan Laurel had four wives and married one of them a second time after their divorce.,2204,1,[],5
who delivered aaron from lost,"In Lost, Kate delivered Aaron with the aid of Jin and Charlie.",9100,2,"[""who is the father of kate's baby on lost"", ""Aaron, Kate's adopted son in Lost, was the son of Claire and her ex-boyfriend Thomas.""]",5
Who is Ali Khamenei?,Ali Khamenei is the second and current Supreme Leader of Iran,4203,1,[],5
how long is the appendix,The human appendix averages 9 cm in length but can range from 5 to 35 cm.,9618,3,"['where is the appendix located and what does it do', 'The appendix sits at the junction of the small intestine and large intestine. Its function is unknown. Theories say the appendix acts as a storehouse for good bacteria.', 'can a person live without their appendix', ""It's unclear what its function is, but the appendix can be removed if it becomes inflamed or ruptures.""]",5
Was Chet Atkins successful?,When Sholes took over pop production in 1957—a result of his success with Elvis Presley—he put Chet Atkins in charge of RCA Victor's Nashville division.,33,4,"['When did Chet Atkins start his musical career?', 'After dropping out of high school in 1942, Chet Atkins landed a job at WNOX-AM radio in Knoxville, where he played fiddle and guitar.', 'What prompted Chet Atkins to start his musical career?', ""Though not clearly stated, it's possible that dropping out of high school prompted Chet Atkins to pursue a musical career."", 'Was Chet Atkins playing with a band?', ""Chet Atkins made his first appearance at the Opry in 1946 as a member of Foley's band.""]",5
What is hush?,The Texas band's fifth album,3123,1,[],4
When was Sehnsuct released?,Sehnsucht is the second studio album by German Neue Deutsche Härte band Rammstein.,2774,1,[],5
what does JustAnswer do,JustAnswer is an online question and answer forum that gives users quick and affordable access to industry professionals.,10164,2,"['how much does it cost to use just answer', 'JustAnswer charges users a $5 base price to post a question.']",4
who sponsors the county championship,"From 2016, the County Championship has been sponsored by Specsavers, who replaced Liverpool Victoria after 14 years",9634,2,"['who has won the most cricket county championships', 'Yorkshire have won the most County Championships with 32 outright titles and one shared.']",5
what is cartilage made of,"Cartilage is made up of specialized cells called chondrocytes. These chondrocytes produce large amounts of extracellular matrix composed of collagen fibres, proteoglycan, and elastin fibers",7550,2,"['where is each type of cartilage located in the body', 'Hyaline cartilage is found in the ribs, nose, larynx, trachea; fibro cartilage in invertebral discs, joint capsules, ligaments; and elastic cartilage in the external ear, epiglottis and larynx.']",5
who were Mircea Eliade parents,Mircea Eliade's parents were Gheorghe Eliade and Jeana née Vasilescu,1133,2,"['where was Mircea Eliade born', 'Mircea Eliade was born in Bucharest, Romania']",5
what does faustian mean,Faust and the adjective Faustian imply a situation in which an ambitious person surrenders moral integrity in order to achieve power and success for a limited term,7467,5,"['when was the tragical history of the life and death of doctor faustus written', 'The Tragical History of the Life and Death of Doctor was written sometime between 1589 and 1592', 'who is the author of the tragical history of the life and death of doctor faustus', 'The Tragical History of the Life and Death of Doctor Faustus was written by Christopher Marlowe', 'who is the tragical history of the life and death of doctor faustus based on', 'The Tragical History of the Life and Death of Doctor Faustus is based on German stories about the title character Faust.', 'was the character faust based on a real person', 'Faust is the protagonist of a classic German legend, based on the historical Johann Georg Faust']",4
Who were the Cimmerians?,"The Cimmerians were a nomadic Indo-European people, who appeared about 1000 BC and are mentioned later in 8th century BC in Assyrian records.",3768,1,[],5
are all sharks carnivorous,Almost all sharks are carnivores. They live on a diet of fish and sea mammals and even such prey as turtles and seagulls. Sharks even eat other sharks.,9898,5,"['where is the only inland lake inhabited by sharks located', 'Lake Nicaragua is the only freshwater lake containing oceanic animal life, including sharks, swordfish, and tarpon.', 'what type of habitat do sharks live in', 'Sharks can make a home in wide-open oceans, shallow waves, and sometimes, they even live in freshwater.', 'are sharks mammals', 'Although sharks give birth to their young ones like mammals, they are species of fish and not mammal.', 'are sharks color blind', 'Sharks only have a single long-wavelength-sensitive cone, therefore are potentially totally color blind.']",4
is golden rice safe,"In 2018, Canada and the United States approved golden rice for cultivation, with Health Canada and the US Food and Drug Administration declaring it safe for consumption.",9895,5,"['golden rice was developed to help with blindness caused by a deficiency of which vitamin', 'Golden rice is intended to produce a fortified food to be grown and consumed in areas with a shortage of dietary vitamin A.', 'did golden rice help eliminate vitamin a deficiency', 'Initial analyses of the potential nutritional benefits of golden rice suggested consumption of golden rice would not eliminate the problems of vitamin A deficiency, but could complement other supplementation.', 'who is most affected by vitamin a deficiency', 'Those at highest risk of vitamin A deficiency are pregnant women, breastfeeding mothers, infants and children. Cystic fibrosis and chronic diarrhea may also increase your risk of deficiency.', 'what are the cons of golden rice', 'Disadvantages of golden rice include: they can cross breed and contaminate wild rice, food from GM plants may harm people, and the seed for GM plants can be expensive.']",4
when was the 1824 election,"The 1824 United States presidential election was held from Tuesday, October 26 to Wednesday, December 1, 1824.",8516,5,"['who became president after winning the electoral vote but losing the popular vote', 'There have been five United States presidential elections in which the winner lost the popular vote.', 'who was the most recent president who lost the popular vote', 'Donald Trump is the fifth person in U.S. history to become president while losing the nationwide popular vote.', 'who was the first president who lost the popular vote', 'John Quincy Adams was the first person in U.S. history to become president while losing the nationwide popular vote.', 'who was the runner up to john quincy adams', 'Andrew Jackson was the runner-up in the 1824 United States presidential election.']",5
How old is Mariyappan Thangavelu,"Mariyappan Thangavelu was born on June 28, 1995. He is 24 years old.",10785,3,"['Who won Gold in the Rio Paraolympics 2016 high jump', ""India's Mariyappan Thangavelu created history on Friday night by winning a gold medal in the men's high jump T-42 event at the Rio Paralympics."", 'What country is Mariyappan Thangavelu from', ""Mariyappan Thangavelu is an Indian Paralympic high jumper representing India in the 2016 Summer Paralympic games held in Rio de Janeiro in the men's high jump T-42 category.""]",5
what inspired the book Wonder,R. J. Palacio wrote Wonder after an incident where her son noticed a girl with a severe facial difference and started to cry.,10212,4,"['how many chapters are in the book wonder', '123', 'who wrote the book Wonder', ""Wonder is a children's novel by Raquel Jaramillo, under the pen name of R. J. Palacio."", 'when was the book Wonder published', ""Wonder is a children's novel published on February 14, 2012.""]",5
who is john knox,"John Knox was a Scotsman and a Roman Catholic Priest, who studied with John Calvin in Geneva, Switzerland. He brought back Reformed teachings to Scotland.",10314,2,"['who was the founder of the presbyterian church', 'Presbyterianism was especially influenced by the French theologian John Calvin, who is credited with the development of Reformed theology, and the work of John Knox.']",4
who was prime minister nehru,"Nehru was the first prime minister of independent India, who established parliamentary government and became noted for his neutralist policies in foreign affairs.",8960,2,"['who was the prime minister in the interim government formed in 1946', 'The Interim Government was in force till 15 August 1947 when a new government was formed. Nehru became the Prime Minister of India.']",5
How high is Pico Duarte,"The summit of Pico Duarte, the highest mountain on the island of Hispanola at 10,164 feet",7335,2,"['What is the highest area of land in the caribbean', 'The highest summit of the Caribbean is Pico Duarte in Dominican Republic.']",5
who directed the princess diaries,The princess diaries was directed by Gary Marshall,7883,5,"['who plays michael moscovitz in the princess diaries', 'Michael Moscovitz is played by Robert Schwartzman in The Princess Diaries.', 'who plays Lana in the princess diaries', 'Lana Thomas is played by Mandy Moore in the Princess Diaries.', 'who plays the queen in the princess diaries', 'Queen Clarisse Renaldi is played by Julie Andrews in the Princess Diaries.', 'when was the release of the princess diaries', 'The Princess Diaries was released on August 3rd, 2001']",5
is jerusalem a holy city,"Jerusalem is considered holy to the three major Abrahamic religions—Judaism, Christianity, and Islam.",9763,2,"['what is the name of the capital city of israel', 'On December 6, 2017 President Trump formally recognized Jerusalem as the capital of Israel.']",5
can dust storms spread disease,Dust storms have been shown to increase the spread of disease across the globe.,8277,2,"['what were the major effects of a dust storm', 'Exposure to dust in dust storms can cause breathing and lung problems; can damage crops and harm livestock; cause accidents and power failures; and damage infrastructure.']",5
What is Villarreal?,"Villarreal, officially called Vila-real, is a city in the province of Castellón which is part of the Valencian Community in the east of Spain.",7022,1,[],4
what's a skew polygon,A skew polygon is a polygon whose vertices are not all coplanar.,10191,5,"['what do you call a ten sided shape', 'In geometry, a decagon is a ten-sided polygon.', 'are all the sides of a decagon the same length', 'A regular decagon has all sides of equal length.', 'are there other types of decagons, besides regular', 'A truncated pentagon is a quasiregular decagon alternating two types of edges.', 'any other types of decagons, besides regular and truncated', 'A skew decagon is a skew polygon with 10 vertices and edges but not existing on the same plane.']",5
how old is Lasith Malinga,Lasith Malinga is 36 years old,9707,2,"['who is the most wicket taker in t20', 'Lasith Malinga is the leading wicket taker in T20 Internationals, with 106 wickets.']",5
who raised lee majors,"At age two, Lee Majors was adopted by an uncle and aunt and moved with them to Middlesboro, Kentucky.",9091,5,"[""who plays ash's dad in ash vs evil dead"", ""Lee Majors portrays Brock Williams, Ash's obnoxious father in the television series Ash vs Evil Dead"", 'what is lee majors known for you', 'Lee Majors is best known for portraying Heath Barkley in The Big Valley, Colonel Steve Austin in The Six Million Dollar Man, and Colt Seavers in The Fall Guy.', 'where was lee majors born', 'Lee Majors was born in Wyandotte, Michigan, a suburb of Detroit.', ""what happened to lee majors' parents"", ""Lee Majors' parents, Carl and Alice Yeary, were both killed in separate accidents.""]",4
