Question,Answer,Conversation#,Turn#,Context,Question Length
Were there other bands besides Flotsam and Jetsam at the 2004 Live in Japan concert?,"with Eric A.K. joining the band Flotsam and Jetsam again officially, they hit the road with Overkill and Death Angel for a series of sold-out concerts in Japan.",6153,4,"['Was this Flotsam and Jetsam article about a band?', 'Flotsam and Jetsam is an American thrash metal band that formed in Phoenix, Arizona in 1981.', 'Was the bandFlotsam and Jetsam Live In Japan concert popular?', ""The Band Flotsam and Jetsam's Live In Japan Concert was in front of hundreds of screaming Japanese fans at the Citta Club in Tokyo"", ""What year was the band Flotsam and Jetsam's Live In Japan Concert at the Citta Club in Tokyo?"", ""The Band Flotsam and Jetsam's Live In Japan Concert was in 2004""]",16
what was Tiger Woods' first career win,Tiger Woods recorded his first PGA Tour victory at the Las Vegas Invitational in October 1996.,9114,3,"[""when's the last tournament tiger woods won"", 'Tiger Woods won the inaugural Zozo Championship on October 28, 2019.', 'how many career wins does Tiger Woods have', 'Tiger Woods has won 109 tournaments.']",8
when were the atomic bombs dropped on hiroshima and nagasaki,"The United States detonated two nuclear weapons over the Japanese cities of Hiroshima and Nagasaki on August 6 and 9, 1945.",10631,1,[],10
is there a book of the bible called amos,The Book of Amos is the third of the Twelve Minor Prophets in the Old Testament and the second in the Greek Septuagint tradition.,7377,1,[],9
What was the John Calder and Marion Boyars case about?,John Mortimer did successfully represent publishers John Calder and Marion Boyars in their 1968 appeal against their conviction for publishing Hubert Selby Jr.'s Last Exit to Brooklyn.,2704,9,"['When did John Mortimer start his legal career?', 'John Mortimer was called to the Bar (Inner Temple) in 1948.', 'What firm did John Mortimer work for?', 'John Mortimer was called to the Bar (Inner Temple).', 'What type of law did John Mortimer practice?', ""John Mortimer's early career consisted of testamentary and divorce work."", ""Did John Mortimer's legal work change later in his career?"", 'On taking silk in 1966, John Mortimer began to undertake work in criminal law.', 'What does taking silk mean?', ""Appointment as Queen's Counsel is known informally as taking silk."", 'Did John Mortimer work on any major cases?', 'John Mortimer did represent publishers John Calder and Marion Boyars.', 'When was the Calder and Boyars case that John Mortimer represented?', 'John Mortimer did represent publishers John Calder and Marion Boyars in their 1968 appeal.', 'Did John Mortimer win the Calder and Boyars case?', 'John Mortimer did successfully represent publishers John Calder and Marion Boyars.']",11
Did Kermit the Frog leave Mississippi?,"Kermit the Frog was the first of his siblings to leave the swamp, and one of the first frogs to talk to humans.",5813,5,"['When was Kermit the Frog born?', 'Introduced in 1955,', 'Where was Kermit the Frog born?', 'Leland, Mississippi', 'Does Kermit the Frog have any siblings?', 'approximately 2,353 siblings']",7
What happened in 2014 regarding Dwayne Johnson?,"In April 2014, The Rock appeared in the opening segment of WrestleMania XXX along with Stone Cold Steve Austin and Hulk Hogan.",5792,1,[],8
"What TV program did Kate Tsui appear in, in 2012?","In 2012, Kate Tsui appeared in the TV program High and Lows",4785,2,"['What did Kate Tsui do of note in 2012?', ""2012 is arguably Kate Tsui's peak year in her TV career. She starred in the Hong Kong television crime drama series, Highs and Lows.""]",12
Who did the band Madness also recruit,"The band Madness later recruited John Hasler on drums and Cathal Smyth on bass guitar. Later in the year, they were joined by lead vocalist Dikron Tulane.",545,3,"['where did the band Madness form', 'Madness are an English ska band from Camden Town, north London, who formed in 1976.', 'Who was in the band Madness', 'The core of the band Madness formed in 1976 included Mike Barson on keyboards and vocals, Chris Foreman on guitar and Lee Thompson on saxophone and vocals.']",7
describe the comedic style of bob monkhouse,"A respected stand-up comedian, Monkhouse was known for his talent at ad-libbing. He became much in demand as an after-dinner speaker.",7931,3,"['who played joe maplin in hi de hi', 'Joe Maplin. The greedy and philandering owner of the Maplins Holiday empire, he is only ever seen in statue form.', 'what were the popular roles of bob monkhouse', 'Bob Monkhouse was probably best known for being host of the TV game shows The Golden Shot, Celebrity Squares and Family Fortunes.']",7
what happens to the unfertilized ova,"If no conception occurs, the uterine lining, as well as blood, will be shed. The shedding of an unfertilized egg and the uterine wall is the time of menstruation",7510,3,"['what are the main parts of the female reproductive system', 'The female reproductive system includes the ovaries, fallopian tubes, uterus, vagina, vulva, mammary glands and breasts.', 'where does fertilization occur in the female reproductive system', 'The ovaries produce the egg cells, called the ova or oocytes. The oocytes are then transported to the fallopian tube where fertilization by a sperm may occur.']",6
Was Roberto Orci a producer for any more movies besides Mission Impossible III and Star Trek?,"Star Trek was profitable at the domestic box-office, resulting in a sequel being greenlit by the studio and Alex Kurtzman and Roberto Orci being asked to write it.",4874,7,"['When did Roberto Orci start producing?', ""Roberto Orci's first credit solely as a producer came with the film Eagle Eye, where he worked once again alongside Alex Kurtzman."", ""When did Roberto Orci's production Eagle Eye come out?"", 'The film Eagle Eye was released in traditional theaters and IMAX theaters on September 26, 2008.', 'Did Roberto Orci produce any movies which he also wrote?', 'Roberto Orci and Alex Kurtzman were asked to write the script for a new Star Trek film, but initially turned it down despite Orci being a fan of the series.', 'How did Roberto Orci move from writing into producing?', 'Roberto Orci said he had previously worked in productions where the producers had writing backgrounds and had looked to them for help. He was happy to provide that same support', 'Did Robert Orci collaborate with any other producers?', 'After working with him on Alias and Fringe, Roberto Orci and Alex Kurtzman continued working with J. J. Abrams.', 'What other movies did Roberto Orci produce?', 'Roberto Orci produced films such as Mission Impossible III and Star Trek.']",17
What did Rosalind Franklin work on in the laboratory?,Rosalind Franklin studied the porosity of coal using helium to determine its density.,2676,5,"['What happened with Rosalind Franklin and Cambridge?', 'Rosalind Franklin went to Newnham College, Cambridge in 1938 and studied chemistry within the Natural Sciences Tripos.', 'Did Rosalind Franklin graduate?', 'Rosalind Franklin studied the Natural Sciences Tripos at Newnham College, Cambridge, from which she graduated in 1941.', 'what happened to Rosalind Franklin during WW II?', 'Rosalind Franklin volunteered as an Air Raid Warden and regularly made patrols to see the welfare of people during air raids.', 'What did Rosalind Franklin do after Cambridge?', ""In 1950, Rosalind Franklin was granted a three-year Turner & Newall Fellowship to work at King's College London.""]",10
how long was the period of neolithic settlement at the durrington walls site,"The period of settlement was about 500 years, starting sometime between c. 2800 and 2100 BC.",7519,5,"['what are the durrington walls and what was their function', 'Durrington Walls is thought to have been a site used for ritual or ceremonial activity from about 2000 to 1600 bce. Durrington Walls is part of the larger Stonehenge landscape.', 'how far are the durrington walls from stonehenge', 'Durrington Walls lies 2 miles north east of Stonehenge in the parish of Durrington, just north of Amesbury.', 'how many houses were discovered at the durrington walls', 'Between 2004 and 2006, excavations at the Durrington Walls site by a team led by the University of Sheffield revealed seven houses.', 'how many houses were there at durrington walls originally', 'The Neolithic settlement at Durrington Walls may have originally had up to 1000 houses and perhaps 4,000 people, if the entire enclosed area was used.']",13
when will the 2019/20 premier league season conclude,The 2019/20 Premier League season will conclude on 17 May 2020.,9249,3,"['when is the new premier league fixtures released', 'The 2019/20 Premier League fixtures were released on 13 June 2019.', 'when will the 2019/20 premier league season begin', 'The 2019/20 Premier League season will begin on 9 August 2019.']",8
did Gordon MacRae and Shirley Jones also star in the TV version of Carousel?,There network television version starred Robert Goulet,7284,5,"['which Carousel version came out first? (film tv or concert?)', 'The film version of Carousel was made in 1956. There was also an abridged 1967 network television version that starred Robert Goulet, with choreography by Edward Villella.', 'what year did the musical Carousel come out?', 'Carousel the musical came out in 1945', 'which version of Carousel came out after the musical?', 'A film version of the musical Carousel  was made in 1956', 'who starred in the film version of Carousel?', 'Gordon MacRae and Shirley Jones starred in the film version of Carousel?']",15
what are the symptoms of a torn pcl,"A torn PCL is observed with swelling in the back of the knee, pain, and sometimes bruising. There may be difficulty walking or the knee may feel unstable.",7559,3,"['where is the pcl located in the knee', 'The posterior cruciate ligament is located in the middle of the knee, next to the anterior cruciate ligament', 'what causes pcl injuries', 'Injuries to the PCL typically occur when the tibia is hit by an outside force while the leg is bent.']",8
when was the montgomery improvement association formed,"The Montgomery Improvement Association was formed on December 5, 1955 by black ministers and community leaders in Montgomery, Alabama",9631,2,"['who did the montgomery improvement association choose as its leader', 'Dr. Martin Luther King Jr. was chosen to lead the MIA at the age of 26, with Ralph Abernathy, Jo Ann Robinson, E. D. Nixon, Rufus Lewis at his side.']",7
Who won the America's Cup 2017,"The challenger, Emirates Team New Zealand, won by a score of 7 to 1 over the defender, Oracle Team USA.",10768,1,[],7
Are Virginia concealed handgun permits issued to non-Virginia residents?,Virginia Code Section 18.2-308.06 authorizes the issuance of concealed handgun permits to non-Virginia residents.,10722,5,"['how old do you have to be to buy a ar 15 in virginia', 'A person must be at least 18 years of age to purchase a rifle or shotgun from a licensed firearms dealer in Virginia.', 'are firearms registered in Virginia?', 'With the exception of machine guns, firearms are not registered in Virginia.', 'what is the legal age to purchase ammunition in Virginia', 'Virginia law does not address age requirements for the purchase of ammunition. Federal law requires an individual to be at least 21 years of age to purchase handgun ammunition.', 'Is a concealed handgun permit issued in another state valid or recognized in Virginia?', ""States with which Virginia has entered into concealed handgun permit reciprocity agreements, or which Virginia will grant recognition, are listed on Virginia state's Reciprocity and Recognition page.""]",10
What was Regine Velasquez first work with OctoArts?,"Signed to OctoArts International, Regine Velasquez recorded her single Love Me Again, which was released in early 1986.",5071,3,"[""What was Regine Velasquez's first experience singing?"", ""In 1976, Regine Velasquez placed third in her first singing competition on Betty Mendez Livioco's The Tita Betty's Children Show."", 'How old was Regine Velasquez when she won third place in her first singing competition?', 'In 1976 Regine Velasquez was age 5 or age 6.']",9
"where was Nicolas Anelka born in March 14, 1979?","in Le Chesnay, Yvelines",1461,2,"['When was Nicolas Anelka born?', 'Nicolas Anelka was born March 14, 1979']",11
why does the united states judicial system have an appeal process,The appeal process allows a defendant who is found guilty by a criminal court to appeal the ruling to have the case heard by the Court of Appeals.,9605,1,[],11
What are the differences between cow's milk and human milk?,Human milk is noticeably thinner and sweeter than cow's milk.,10033,3,"['what is a normal length of time to breastfeed', 'Most babies will breastfeed 8 to 12 times in 24 hours, from their second or third day of life until they are three to six months old.', 'What do babies eat after breastfeeding?', ""The American Academy of Pediatrics recommends a combination of solid foods and breast milk until they are 1 year old when babies may begin drinking whole cow's milk.""]",12
where does the name of luzhniki stadium come from,"The name Luzhniki derives from the flood meadows in the bend of Moskva River where Luzhniki Stadium was built, translating roughly as The Meadows.",7900,4,"['when was the last time france won the world cup', 'France won the 2018 FIFA World Cup.', 'who did france win against in the 2018 fifa world cup', 'France won the 2018 FIFA World Cup, defeating Croatia 4 to 2 in the final match.', 'what stadium was the final match of the 2018 fifa world cup played in', 'The 2018 FIFA World Cup Final took place on 15 July at the Luzhniki Stadium in Moscow.']",9
Were all of Willie Brown's mass transit plans successful?,Brown later said he made a mistake in over promising with his 100-Day Plan,6601,6,"['What did Willie Brown do for mass transit?', ""One of Brown's central campaign promises was his 100-Day Plan for Muni, in which he boasted he would fix the city's municipal bus system in that many days"", 'Did Willie Brown improve mass transit?', 'Yes, with the help of voter-approved initiatives', 'What were some of the mistakes Willie Brown made?', 'During his first term as mayor, Brown quietly favored the demolition and abolition of the Transbay Terminal to accommodate the redevelopment of the site for market-rate housing', 'What was the biggest improvementWillie Brown made?', 'Muni implemented the new ATC system and Brown promised riders there would be better times ahead', ""Where there any budget changes in Willie Brown's administration?"", ""Brown increased Muni's budget by tens of millions of dollars over his tenure""]",11
When was the album Innocents by Moby released?,"Innocents is the eleventh studio album by American electronica musician Moby, released in October 2013",5505,5,"['What is Innocents?', 'Innocents is the eleventh studio album by American electronica musician Moby, released in October 2013 by record labels Little Idiot and Mute.', 'What songs were on Innocents by Moby?', 'The first official single from the album, A Case for Shame,, was released on July 1, 2013.', 'What other songs were on the album Innocents by Moby besides A Case for Shame?', 'It was revealed in August that The Perfect Life, which features Coyne, would be the next single.', 'Were there any other songs on the album Innocents by Moby besides A Case for Shame and The Perfect Life?', 'The third single, Almost Home, featuring Damien Jurado, was announced through a music video competition.']",9
who is the girl in bruno mars' just the way you are,The music video for Just The Way You Are features Peruvian born Australian actress Nathalie Kelley,9056,1,[],13
how did the song we found love chart?,"We Found Love topped the US Billboard Hot 100 for ten non-consecutive weeks, becoming the longest running number-one single of 2011.",8109,4,"['what does we fell in love in a hopeless place mean', 'The song we found love is about when someone found love when she least expected it; she found someone to care for and fall in love with even in the worst of times, situations or moments.', 'who recorded the song we found love?', 'We Found Love is a song recorded by Barbadian singer Rihanna.', 'when was the song we found love released?', 'We Found Love was released September 22, 2011']",9
Was Horses by the Patti Smith Group popular?,"Horses has since been viewed by critics as one of the greatest and most influential albums not only in the history of the American punk rock movement, but also in the history of all rock and roll.",337,3,"['What was the Patti Smith Group?', 'The Patti Smith Group is a full band comprising Kaye, Ivan Kral on guitar and bass, Jay Dee Daugherty on drums and Richard Sohl on piano.', 'Was Patti Smith Group where Patti Smith got her start?', 'The Patti Smith Group was signed by Clive Davis of Arista Records, and in 1975 recorded their first album, Horses, produced by John Cale amid some tension.']",9
Was Toadfish Rebecchi a good lawyer?,Actor Ryan Moloney documented Toadie changing from a bit of a bad boy into a lawyer who’s supposedly a responsible member of the community.“,2293,4,"[""What was Toadfish Rebecchi's nickname?"", ""Jarrod Vincenzo Rebecchi was commonly known as Toadfish or Toadie. Toadie's nickname was derived from the toadfishes of Australia."", 'Was Toadfish Rebecchi a well-liked character?', 'Ryan Moloney was originally scheduled to play Toadie in one scene, but he went on to become a recurring cast member when Toadie became popular with viewers.', 'Did Toadfish Rebecchi have long or short hair?', 'When Toadfish Rebecchi first appeared in 1995, he had long hair. The character later sported a ponytail.']",7
what album is i'm 18 with a bullet from,The song 18 with a Bullet is from the album Breakfast Special,7422,3,"[""who sang i'm 18 with a bullet"", 'Pete Wingfield hit the singles charts on both sides of the Atlantic in 1975 with Eighteen with a Bullet', ""when did i'm 18 with a bullet enter the charts"", ""The song I'm 18 with a Bullet entered the Billboard Hot 100 chart on 23 August 1975""]",10
Who created the DJ techniques?,"In the early 1970s in the South Bronx, a young teen DJ named Grand Wizzard Theodore invented the DJ scratch technique.",6656,2,"['What are the DJ Techniques talked about in the Disc jockey article?', 'Several techniques are used by DJs as a means to better mix and blend recorded music, include the cueing, equalization and audio mixing of two or more sound sources.']",6
What kind of music is the band Gwar?,"Genres. Thrash metal, hardcore punk, crossover thrash, heavy metal, shock rock, comedy rock",3183,2,"['Is Gwar an album?', 'Gwar, often stylized as GWAR, is an American heavy metal band formed in Richmond, Virginia in 1984']",9
where is the abstract placed within the paper,"The abstract should be placed at the beginning of your paper (right after the title page), you will write the abstract last after you have completed a final draft.",9419,1,[],8
What significance did the character Joker have in the Golden Age?,"The character Joker's regular appearances quickly defined him as the archenemy of the Dynamic Duo Batman and Robin; he killed dozens of people, and even derailed a train.",6211,4,"['Who was the Golden Age character, Joker?', 'Joker of Earth-Two is commonly referred to as the Golden Age Joker, thus being the main Joker that appeared throughout the Golden Age of Comic Books.', 'What happened with the character Joker in the Golden Age?', 'During the Golden Age, the first changes in the Joker began to appear, portraying him more as a prankster than threat.', ""Around what year was the character Joker's Golden Age?"", 'The Golden Age for thr joker was roughly from 1940 to 1942']",12
"Did the album Reise, Reise have any singles?","Four singles were released from the album Reise, Reise: Mein Teil, Amerika, Ohne dich, and Keine Lust.",3747,5,"['When was Reise, Reise released for Rammstein?', 'Reise, Reise was released on September 27, 2004.', 'What is the name of the band that made the album Reise, Reise?', 'Reise, Reise is the fourth studio album by Neue Deutsche Härte band Rammstein.', 'Did the album Reise, Reise make the charts?', 'Reise, Reise debuted at no. 61 on The Billboard 200, in the top ten in several European charts, and reached no.1 in Germany, Austria, Switzerland, Iceland, Finland, Estonia and Mexico.', 'Did Rammstein go on tour for the album Reise, Reise?', 'Reise, Reise toured from October 11, 2004 to July 30, 2005.']",10
what is paradise valley burger company rated on yelp,Paradise Valley Burger Company is rated 4.5 stars out of 5 on Yelp.,8752,3,"[""what's the fifth largest city in united states"", 'Phoenix, AZ is the 5th largest city in the US.', ""what is phoenix arizona's best burger restaurant"", 'Paradise Valley Burger Company is the highest rated burger place on Yelp for Phoenix, Arizona.']",9
Is the nine tailed fox a bad omen,"Nine tailed foxes appear in Chinese folklore, literature, and mythology, in which, depending on the tale can be a good or a bad omen",7391,4,"['where does the nine tailed fox come from', 'The fox spirit or nine tailed fox is a mythical fox entity originating from Chinese mythology that is a common motif in East Asian mythology.', 'What characteristics does the nine tailed fox have', 'In East Asian folklore, foxes are depicted as a familiar spirit possessed of magic powers. They are mischievous with the ability to disguise themselves as a beautiful woman', 'Why do the nine tailed foxes disguise themselves as women', 'Nine tail fox spirits can usually shapeshift, often taking the form of beautiful young women who attempt to seduce men, whether for mischief or to consume their bodies or spirits.']",8
How did the band Ministry start?,"Ministry's origins date to 1978 but in 1981 Jourgensen presented a demo to Jim Nash, who suggested Jourgensen record a single and form a touring band, which Jourgensen called Ministry.",2170,1,[],7
How well did the new A Star is Born do,"A Star Is Born grossed $215.3 million in the United States and Canada, and $220.9 million in other territories, for a total worldwide gross of $436.2 million.",9579,4,"['who wrote the songs in the new movie a star is born', ""Lady Gaga and Bradley Cooper collaborated on the soundtrack with an assortment of country musicians, including Lukas Nelson, who also stars in the film as a member of Cooper's band."", 'Where was the new A Star is Born filmed', 'A Star is Born was filmed in Los Angeles, California, New York, and Somerset.', 'When was the new A Star is Born released', 'A Star is Born was released on October 5, 2018.']",10
What year did A Time for Killing (The Long Ride Home) come out?,A Time for Killing is a 1967 Western film directed originally by Roger Corman but finished by Phil Karlson.,811,8,"[""What was Harrison Ford's first career move?"", 'In 1964, after a season of summer stock with the Belfry Players in Wisconsin, Harrison Ford traveled to Los Angeles to apply for a job in radio voice-overs.', ""What was Harrison Ford's first film?"", ""Harrison Ford's first known role was an uncredited one as a bellhop in Dead Heat on a Merry-Go-Round."", 'Did Harrison Ford appear in Dead Heat on a Merry-Go-Round with anyone notable?', 'Dead Heat on a Merry-Go-Round is a 1966 crime film starring James Coburn, Camilla Sparv, Aldo Ray, Nina Wayne, Todd Armstrong, Robert Webber, and Rose Marie.', ""What was Harrison Ford's most successful film?"", 'Star Wars became one of the most successful movies of all time and established Harrison Ford as an international superstar.', ""Is there anything interesting I should know about Harrison Ford's early career?"", 'In 1964, after a season of summer stock with the Belfry Players in Wisconsin, Harrison Ford traveled to Los Angeles to apply for a job in radio voice-overs.', 'Did Harrison Ford get hired at the job he applied at for radio voice-overs in 1964?', ""Harrison Ford did not get it, but stayed in California and eventually signed a $150-per-week contract with Columbia Pictures' new talent program, playing bit roles in films."", ""Is there a specific film that got Harrison Ford's career to take a turn for success?"", 'Harrison Ford was finally credited as Harrison J. Ford in the 1967 Western film A Time for Killing, but the J did not stand for anything.']",16
Who did the Florida Panthers bolster their lineup with?,"Florida Panthers signed both Nieuwendyk and Roberts, who had played together in Calgary and Toronto and wanted to finish their careers together, to two-year, $4.5 million contracts",4270,6,"[""What happened during Nieuwendyk's time in New Jersey?"", 'New Jersey, who had won the Stanley Cup in 2000 and reached the finals the following year, acquired Nieuwendyk for their playoff run in 2002.', ""What happened during Nieuwendy's time in toronto?"", 'The Toronto Maple Leafs signed Nieuwendyk to a one-year contract for the 2003–04 season.', 'How did Nieuwendyk perform for the 2003-04 season?', 'Nieuwendyk scored 22 goals for Toronto in a season marred by abdominal and back injuries that limited him to 64 games played', 'Did the Toronto Maple Leafs win the 2003-04 Stanley cup?', ""A groin injury forced Nieuwendyk out of the lineup for much of Toronto's second-round series loss to the Philadelphia Flyers"", ""What happened during Nieuwendyk's time in florida?"", 'When NHL play resumed in 2005–06, the Florida Panthers sought to bolster their lineup with veteran players like Joe Nieuwendyk.']",10
What was some voice over work that Danny DeVito has done?,"Danny Devito has done voice work in My Little Pony: The Movie, The Earth Day Special, The Simpsons, Space Jam, and Hercules, The Lorax",6590,2,"['What roles did Danny DeVito play on television?', ""Danny Devito has played Louie de Palma on Taxi, SNL, Friends, and It's Always Sunny in Philadelphia""]",12
what happens in the last episode of the show cheer squad,"In the last episode of Cheer Squad, the Sharks are in Orlando chasing a third World Title.",8972,5,"['when is season 2 of cheer squad coming out', 'As of 2018 there is only one season of Cheer Squad, with no clear plans to renew the show.', 'is cheer squad an american show', 'Cheer Squad is a Canadian reality television series.', 'who plays head coach in the show cheer squad', 'Ali Moffatt plays head coach and co-owner in Cheer Squad.', 'what happens in the first episode of the show cheer squad', 'In episode one of Cheer Squad, hot off the heels of the World Cheerleading Championships, The Great White Sharks must build a new dream team.']",11
What is the relation between Roger Clemens and the Boston Red Sox?,"Roger Clemens recorded 192 wins for the Red Sox and is their all-time strikeout leader with 2,590",5247,1,[],13
Did Wes Hall play sports as a youth?,Wes Hall played for the school cricket team initially as a wicketkeeper/batsman.,3670,3,"['When was Wes Hall born?', 'born 12 September 1937', 'Where was Wes Hall born?', 'Saint Michael, Barbados']",9
what season was the hotel on american horror story,American Horror Story: Hotel is the fifth season of the FX horror anthology television series American Horror Story,9732,2,"['who was american horror story hotel based on', 'The hotel is loosely based on an actual hotel built in 1893 by H. H. Holmes in Chicago, Il.']",9
What happens after the BAtu?,This pure dance sequence in Odissi builds up to a Pallavi,1857,5,"['What is Sequence?', 'Traditional Odissi repertoire sequence starts with an invocation called Mangalacharana', 'What is the invocation called Mangalacharana?', 'A shloka (hymn) in praise of a God or Goddess is sung, such as to Jagannath (an avatar of Vishnu), the meaning of which is expressed through dance', 'What happens next after Mangalacharana?', 'Mangalacharana is followed by Pushpanjali (offering of flowers) and Bhumi Pranam (salutation to mother earth).', 'What is the Batu?', 'It is a fast pace, pure dance (nritta) performed in the honor of Shiva']",6
what was the relationship with Ben Donavan and Serena in Gossip Girl?,Serena and Ben were in a relationship.,7981,3,"['who is in prison in gossip girl season 4?', 'Ben Donovan is in prison in gossip girl season 4', 'what led to imprisonment for Ben Donovan in Gossip Girl Season 4?', 'Lily has Ben charged with transporting a minor across state lines and statutory rape, and was told that Serena signed an avidavit confirming that he did so.']",13
why was the harbledown hospital made,The ancient Hospital of St Nicholas Harbledown was founded for the relief of lepers.,8997,2,"['when was the first hospital built in england', 'The ancient Hospital of St Nicholas Harbledown in the village of Harbledown is possibly the first hospital built in England.']",6
where does La Catrina appear in modern culture,"In the MMORPG World of Warcraft, a Day of the Dead Celebration is held, and Calavera is represented as a dancing female undead NPC dressed in a mariachi outfit.",8483,5,"['who is la catrina and what does she represent', 'La Catrina is an etching which depicts a female skeleton dressed only in a hat. La Catrina has become an icon of the Mexican Día de Muertos.', 'who made la catrina', ""La Calavera Catrina or Catrina La Calavera Garbancera ('Dapper Skeleton', 'Elegant Skull') is a 1910–1913 zinc etching by the Mexican printmaker, cartoon illustrator and lithographer José Guadalupe Posada."", 'when was la catrina made', ""La Calavera Catrina or Catrina La Calavera Garbancera ('Dapper Skeleton', 'Elegant Skull') is a 1910–1913 zinc etching."", 'why is la catrina famous', 'The popularity of La Calavera as well as her name is derived from a work by artist Diego Rivera in his 1947 completed mural Sueño de una Tarde.']",8
When did the 2017- 2018 NHL regular season end?,"The NHL regular season began on October 4, 2017, and ended on April 8, 2018.",10022,2,"['when does the nba regular season end 2018', 'The 2017–18 NBA regular season ended on April 11, 2018.']",10
who plays james bond in the film no time to die,No Time to Die features Daniel Craig in his fifth and final outing as the fictional MI6 agent James Bond.,7837,2,"['what was the name of the last james bond film', 'No Time to Die is a forthcoming spy film and the twenty-fifth instalment in the James Bond film series.']",11
did the group Art of Noise manage to reunite?,"In preparation to record a new album, J. J. Jeczalik and Gary Langan travelled to Cuba. However, no new recordings were produced, and the Art of Noise remained defunct.",1297,5,"['what compilations did the group Art of Noise have?', 'The Ambient Collection is a 1990 album compiling songs by the Art of Noise into a chill-out mix.', ""what was the name of the group Art of Noise's compilation?"", 'The Ambient Collection is a 1990 album compiling songs by the Art of Noise into a chill-out mix.', 'who were the group Art of Noise using as their recording company?', ""Art of Noise's labels were ZTT, Island, China, Chrysalis, Polydor, and Universal."", 'did the Art of Noise get back together as a group?', 'According to an interview in 1991, J. J. Jeczalik, Anne Dudley and Gary Langan, inspired by the commercial success of The FON Mixes, had discussed reuniting the group again.']",10
Where did Verghese Kurien go after Secondary School?,"Verghese Kurien joined Loyola College in Madras (now, Chennai) at the age of 14, graduating in science with physics in 1940",5032,4,"['When was Verghese Kurien born?', ""Verghese Kurien (26 November 1921 – 9 September 2012) was known as the 'Father of the White Revolution' in India"", 'Where was Verghese Kurien born?', 'Verghese Kurien was born on 26 November 1921 in Kozhikode, Kerala to a Syrian Anglican family.', 'Where did Verghese Kurien go to school/college?', 'Verghese Kurien was schooled at Diamond Jubilee Higher Secondary School, Gobichettipalayam, in Coimbatore district (now in Erode district, Tamil Nadu).']",9
How long was Ruhollah Khomeini detained for in Qom and eventually Tehran?,Ruhollah Khomeini was kept under house arrest and released in August.,2860,4,"['When did Ruhollah Khomeini start opposing the White Revolution?', 'In January 1963, the Shah announced the White Revolution, a programme of reform. On 22 January 1963 Ruhollah Khomeini issued a strongly worded declaration denouncing the Shah and his plans.', ""What was some of Ruhollah Khomeini's declaration for opposing the white revolution?"", 'Ruhollah Khomeini issued a manifesto that bore the signatures of eight other senior Iranian Shia religious scholars.', 'Did Ruhollah Khomeini face opposition for opposing the White Revolution?', 'On 5 June 1963 at 3:00 am, two days after this public denunciation of the Shah Mohammad Reza Pahlavi, Ruhollah Khomeini was detained in Qom and transferred to Tehran.']",13
What is Reason by Melanie C?,"Reason is the second album by English singer-songwriter, Melanie C.",381,1,[],7
What is the name of a project that was produced by The Talking Heads post break-up?,"Tina Weymouth, Chris Frantz, and Jerry Harrison reunited for a one-off album called No Talking, Just Head under the name The Heads in 1996.",3945,3,"['When did The Talking Heads reunite?', 'Tina Weymouth, Chris Frantz, and Jerry Harrison reunited for a one-off album in 1996.', 'Did The Talking Heads play any songs when they were inducted?', 'The band played Life During Wartime, Psycho Killer, and Burning Down the House while they were on tour.']",17
who plays harlee in shades of blue,Jennifer Lopez plays Detective Harlee Santos in Shades of Blue,9276,3,"['who plays james nava in shades of blue', 'Gino Anthony Pesi is best known for his role as James Nava in the NBC series Shades of Blue.', ""who is james nava's love interest in shades of blue"", 'In Shades of Blue, James Nava became romantically involved with Harlee.']",7
Where did Lowell Thomas begin his career?,"Lowell Thomas and cameraman Harry Chase first went to the Western Front, but the trenches had little to inspire the American public.",5013,1,[],8
how is north carolina unique regarding education,"In 1795, North Carolina opened the first public university in the United States—the University of North Carolina.",10067,5,"['what was the colony of south carolina known for', 'South Carolina was known for being one of the wealthiest early colonies largely due to exports of cotton, rice, tobacco, and indigo dye.', 'What was the colony of North Carolina known for?', 'North Carolina was known for its tobacco, and participated in the European tobacco market.', 'what is the motto of the state north carolina', ""North Carolina's motto is Esse quam videri, a Latin phrase meaning To be, rather than to seem."", 'how many square feet is the state of north carolina', ""North Carolina's total area is 53,819 sq mi (139,390 km2).""]",7
What was Marriage A-la-Mode made on?,"Although this series of paintings are works of art in their own right, their original purpose was to provide the subjects for the series of engraved copper plate prints.",29,7,"['Is marriage-a-la-mode a set of pictures?', 'In 1743–1745, William Hogarth painted the six pictures of Marriage Marriage A-la-Mode, a pointed skewering of upper-class 18th-century society.', 'What does Marriage A-la-Mode depict?', 'This moralistic warning shows the miserable tragedy of an ill-considered marriage for money.', 'When did William Hogarth finish it?', 'William Hogarth finished Marriage A-la-Mode in 1975.', 'Was Marriage A-la-Mode well received?', ""This series of paintings were not received as well as William Hogarth's other moral tales."", 'Where is Marriage A-la-Mode now?', 'Marriage A-la-Mode is currently on display at the National Portrait Gallery in London.', 'Was Marriage A-la-Mode reproduced?', 'Yes, all the paintings were engraved and the series achieved wide circulation in print form.']",7
