Question,Answer,Question Length
Why do fungi communicate?,['to coordinate and organize their growth and development'],5
What does slahta mean?,"['""(noble) family""']",5
Who was Edward j Gurney ,"[""968 Edward J. Gurney, also a white conservative, was elected as the state's first post-reconstruction Republican US Senator""]",5
What are Stromatolites?,['bacterial fossils'],4
Who financed Studio Misr?,['Talaat Harb'],5
What is Cramer credited for ,"['Cramer built a different Republican Party in Florida, attracting local white conservatives and transplants from northern and midwestern states']",5
When was Chanakya alive?,['350–-283 BCE'],5
Who designed the bridge?,['I. M. Pei'],5
What is a moleben?,['religious service'],5
Who won at Balakot?,['the professional Sikh Army'],5
What is a narcokleptocracy?,['government profiting on illegal drug trade'],5
When did Aspar die?,['Aspar'],5
What forbid harmful  incantations?,['Twelve Tables'],5
What is crosspicking?,['syncopated banjo-roll-like style'],4
What does Y-DNA show?,"[""a male's lineage only along his strict-paternal line""]",5
What is Pantheism?,['God is the universe and the universe is God'],4
What brought communism?,['The Russian Revolution of 1917'],4
Who invented crankshafts?,['Muslim engineers'],4
What was never built ,['A planned 11.7 km (7.3 mi) branch to Midford was never built'],4
What does 65Zn produce?,['intense gamma radiation'],5
What was his punishment?,['anathematized'],5
Who invaded Tibet? ,['Ögedei Khan'],4
Who is Toni Morrison?,['Nobel Prize-winning novelist'],5
Where is 10/13 based?,"['Boulder, Colo.']",5
When did Chaucer die?,['1400'],5
What organ secretes chymotrypsin?,['the pancreas'],5
Where was John buried?,['Worcester Cathedral'],5
What vowel stays distinct?,['/i/'],5
What is a cladogram?,['The family tree is also referred to as a cladogram.'],5
How many Salvadorans immigrated?,"[""20–30% of El Salvador's population emigrated. About 50%, or up to 500,000 of those who escaped headed to the United States,""]",5
What is pantheism?,['God is the universe itself'],4
What is human flourishing?,['making life better'],5
What does moha mean?,['delusion'],5
Where was Myoscolex found?,['Australia'],5
Who started Mitsubishi?,['Iwasaki Yatarō'],4
Who organized Live Aid?,['Bob Geldof and Midge Ure'],5
What is contrast banding?,['subtle visible lines in gradient areas'],5
What does Masīḥī mean?,['followers of the Messiah'],5
What are SMDs?,['surface mount devices'],4
When did Tribhuvan die?,['1955'],5
Who captured Malakoff?,['the French'],4
dd,['Buddh'],1
When was Marvel founded?,['1939'],5
What is database storage?,['physical materialization of a database'],5
When did Valencia surrender?,['28 September'],5
When did Palmerston die?,['1865'],5
What is Caoshu?,['cursive written text'],4
What succeeded the Famicom?,['Super Nintendo Entertainment System'],5
What does Hokkien mean?,['Fujian province'],5
When was Muhayyelât written?,['1796'],5
When did Mstislav die?,['1169'],5
Who occupied Bayazit?,['Wrangel'],4
What did Cerberus guard?,['the gates of Hades.'],5
When does Fastelavn occur?,['Shrove Tuesday'],5
What was tantojutsu?,['the skill of the knife'],4
Where are music students educated ,"['Young musicians are educated in the conservatory, a department of the Utrecht School of the Arts']",5
Who approved the resolution?,['San Francisco Board of Supervisors'],5
What is professional wrestling?,['an athletic form of entertainment based on a portrayal of a combat sport'],5
Who developed POJ?,['Presbyterian missionaries in China'],4
How was migration developed?,['independently'],5
Where are Bunjevci located?,['Bačka'],5
Greece is where geographically?,['Southern Europe'],5
What is ecclesiology?,['the doctrine of the church'],4
Least populates areas of Utrecht ,"['smaller Utrecht agglomeration of continuously built up areas counts some 420,000 inhabitants and includes Nieuwegein, IJsselstein and Maarssen']",5
What do winners receive? ,['the FA Cup trophy'],5
What was also donated?,['blood'],5
What is chemotrophy ?,['the use of chemical substances for energy'],4
Who eventually overthrew Dacko?,['General André Kolingba'],5
Who won the bid? ,['David Gold'],5
Which house impeached Hastings?,['House of Commons'],5
Who influenced Beyonce?,['Michael Jackson'],4
What are giant axons?,['the output signal lines of nerve cells'],5
What nation initiated hostilities?,['Japan'],5
Who wrote The Planets?,['Gustav Holst'],5
When was Jaws released?,['1975'],5
What did Knorr commission?,['a new translation of the Bible'],5
How is Moratorium defined?,['process of exploration'],5
What is a pharynx?,['throat'],5
What did Saburo mean?,['a formal nickname (yobina)'],5
Who constructed Trinity bomb?,['George Kistiakowsky'],5
What did Eannatum annex?,['practically all of Sumer'],5
What are replication origins?,['regions where DNA replication is initiated to make two copies of the chromosome'],5
What is COMESA?,['Common Market for Eastern and Southern Africa'],4
Who receives retroviral coverage?,['infected pregnant women'],5
What is Sarva-darśana-samgraha?,['a digest of all philosophies'],4
Israel developed what?,['various water-saving technologies'],4
When did Lee die?,['February 2016'],5
Did everyone endorse Gaddafi?,['some of the others attempted to constrain what they saw as his excesses'],5
Who rebuilt Westminster Abbey?,['King Edward the Confessor'],5
What does the city subsidise,['an organisation for amateur education in arts aimed at all inhabitants (Utrechts Centrum voor de Kunsten'],5
Who founded Philadelphia?,['William Penn'],4
Who was Alais?,['the daughter and heiress of Humbert III of Savoy'],4
When was McVeigh executed?,"['June 11, 2001']",5
Who called Greece Graecia?,['Romans'],5
Whan was NCAZ founded?,"['February 23, 2011']",5
Where was Bethea hanged?,['Owensboro'],5
Where where the yellow?,['the Far East'],5
When did Chopin die?,['17 October 1849'],5
What is Florida's nickname ,['Sunshine State'],5
Which company made Spectre?,['Eon Productions'],5
Who was recalled?,['Russian deputies'],4
what is centered in Utrecht ,['It is the centre of the Dutch railroad network and the location of the head office of Nederlandse Spoorwegen'],5
Where is Trasianka used?,['Belarus'],5
What is a Schnellweg?,['expressway'],5
How are parties regulated?,['a crackdown on or repression of all opposition parties'],5
Who developed Amphetamine?,"['Smith, Kline and French']",4
What was Stop Hinkley ,"['Stop Hinkley, was formed to campaign for the closure of Hinkley Point B and oppose any expansion at the Hinkley Point site']",4
Who kidnapped Eileithyia?,['Hera'],4
What monsoon affects Nanjing?,['the East Asian monsoon'],5
What bank helped Noriega?,['Bank of Credit and Commerce International'],5
What happened in 1900?,['the state legislature passed a new constitution'],5
Who founded Valencia?,['Romans'],4
What does Ṣalībī mean?,['Crusader'],5
What is I-94 called?,['Edsel Ford Freeway'],5
How are digimon born?,['Digimon hatch from types of eggs which are called Digi-Eggs'],5
who founded teach plus ,"['Teach Plus, which was founded by new teachers and advocates against seniority-based layoffs']",4
What is found in Florida ,"['Extended systems of underwater caves, sinkholes and springs']",5
Who dominated the society?,['Judeans'],5
What does Hayastantsis mean?,['those that are from Armenia'],5
Who discovered tyrothricin?,['Rene Dubos'],4
Who appointed the stadtholders?,['the states of each province'],5
What is federalism? ,['Federalism refers to the mixed or compound mode of government'],4
What did Nasser symbolize?,['the popular Arab will'],5
Who was Chanakya?,['great Vedic thinker and politician'],4
Why is hydrogen employed?,"['to saturate broken (""dangling"") bonds of amorphous silicon and amorphous carbon that helps stabilizing material properties']",5
When did pragmatism arise?,['In the late 19th and early 20th century'],5
What hinders export?,"[""country's landlocked position""]",4
What does Miranda provide?,['safeguards against self-incriminating statements made after an arrest'],5
Which fiber is thicker?,['A-delta'],5
